@relation 'camel-weka.filters.unsupervised.attribute.Remove-V-R2,3,6,7,last'

@attribute ncommitsbycreator numeric
@attribute ncommitsinproject numeric
@attribute nissuescreatedinproject numeric
@attribute nissuescreatedinprojectclosed numeric
@attribute timeopen {0,7}


@data
379,701,278,7,7
0,646,255,7,0
0,638,279,10,7
211,497,230,125,7
0,626,290,15,7
57,368,173,9,7
0,707,266,11,7
0,607,292,42,7
0,277,131,5,7
0,618,306,6,7
91,678,268,2,7
339,646,255,5,7
0,402,177,11,7
0,437,34,0,7
0,583,276,32,7
0,646,257,6,7
261,579,300,134,7
365,642,284,2,7
386,677,268,9,7
0,276,115,2,7
336,663,269,7,7
0,164,97,1,7
0,706,265,11,7
0,536,281,3,7
0,641,263,4,7
0,753,295,8,7
290,486,297,7,7
0,486,288,5,7
213,570,261,7,7
256,590,291,63,7
382,729,300,9,7
382,702,318,6,7
0,555,282,100,7
0,675,300,3,7
11,1001,389,66,0
0,172,101,2,7
0,663,289,2,7
110,418,180,94,7
0,667,358,13,7
0,276,116,2,7
0,167,110,2,7
0,643,281,10,7
0,378,172,10,7
221,546,269,6,0
0,609,285,9,7
327,551,278,3,7
50,538,327,31,7
273,328,100,0,7
0,714,291,10,7
395,734,290,4,7
0,738,288,8,7
374,619,240,2,7
0,569,262,10,7
0,481,216,84,0
216,529,260,12,7
61,594,281,43,7
37,546,283,98,7
367,652,266,4,7
304,651,303,9,7
0,170,98,2,7
11,672,291,3,7
0,710,310,4,7
615,1015,366,57,7
0,730,300,9,7
305,657,332,11,7
0,712,276,11,7
117,596,282,43,7
302,653,304,9,7
0,561,276,32,7
405,715,272,11,7
0,761,287,8,7
0,562,265,10,7
340,622,243,10,7
0,600,296,7,7
3,974,365,57,0
0,483,284,5,7
351,644,253,7,7
287,696,274,2,7
0,681,323,20,0
335,559,284,4,7
0,162,107,3,7
0,588,265,9,7
360,631,250,7,7
27,584,319,9,7
220,518,237,158,7
128,450,204,90,7
0,647,275,9,7
0,711,278,11,7
0,583,265,4,7
0,615,347,11,7
0,526,303,8,7
0,609,331,28,7
340,661,270,7,7
0,495,227,126,7
0,674,296,10,7
0,713,285,7,7
0,938,332,76,0
316,623,278,7,7
339,597,284,7,7
48,543,263,70,7
0,658,290,2,7
18,592,312,21,0
0,549,238,8,7
337,615,239,9,7
412,709,274,12,7
7,551,282,3,7
339,582,332,10,7
0,662,269,7,7
0,599,295,7,7
0,587,271,43,7
0,689,274,7,7
0,651,260,7,7
0,705,314,9,7
0,749,297,4,7
200,585,271,43,7
0,448,271,34,0
0,522,276,5,7
183,546,261,25,7
328,429,101,0,7
0,972,376,78,0
142,460,204,84,7
347,605,275,11,7
0,666,272,7,7
0,704,269,7,7
0,248,117,2,7
248,551,266,187,7
342,594,251,11,7
0,674,282,10,7
322,532,277,5,7
0,548,264,171,7
0,437,27,0,7
1,546,297,9,7
193,526,265,67,7
360,601,247,1,7
271,621,247,1,7
107,181,112,2,7
237,290,89,0,7
270,616,246,1,7
0,631,278,2,7
83,705,267,1,7
303,687,275,1,7
0,670,258,9,7
311,669,300,10,7
61,380,175,9,7
0,584,274,33,7
411,716,282,11,7
305,378,117,0,7
0,642,264,4,7
202,495,229,93,7
0,567,293,75,7
0,511,231,124,0
0,524,311,14,7
0,498,228,126,7
136,457,209,90,7
0,597,250,2,7
0,640,250,8,7
0,596,275,2,7
0,544,261,171,7
0,725,291,10,7
337,543,295,10,7
0,763,295,8,7
0,568,306,8,7
0,524,233,105,7
368,709,273,9,7
0,685,362,13,7
386,720,285,8,7
17,705,308,3,7
186,550,262,25,7
343,617,252,8,7
0,595,269,8,7
255,574,292,87,7
388,671,290,3,7
298,480,284,5,7
43,354,166,7,7
0,724,284,6,7
0,1053,379,64,7
0,652,263,6,7
0,540,319,15,7
0,689,277,1,7
115,596,281,43,7
0,336,74,0,7
308,408,118,0,7
0,740,292,4,7
413,674,363,12,7
346,579,310,9,7
411,708,278,11,7
107,583,267,44,7
0,608,278,43,0
0,654,348,11,7
407,709,266,11,7
325,608,315,25,0
419,673,361,13,7
204,576,267,11,7
91,678,262,2,7
39,627,256,3,7
300,484,287,5,7
0,242,118,3,7
0,488,299,13,7
0,665,293,3,7
53,540,260,68,7
0,596,340,11,7
169,203,115,3,7
0,572,277,13,7
0,564,265,10,7
0,595,292,7,7
196,566,264,17,7
0,437,42,0,7
0,626,248,1,7
345,634,250,7,7
54,533,265,67,7
0,686,273,7,7
0,571,297,87,7
0,343,109,0,7
368,751,277,8,7
365,615,274,2,7
0,581,294,142,7
239,316,112,0,7
358,642,254,8,7
362,693,321,7,7
0,596,292,7,7
0,416,180,93,7
0,582,317,9,7
0,589,295,68,7
313,698,282,1,7
0,596,246,1,7
0,528,299,6,7
0,447,98,0,7
316,675,311,10,7
0,558,263,19,0
71,201,119,2,7
0,1041,426,158,0
0,634,251,3,7
0,696,276,10,0
0,658,266,7,7
413,721,280,11,7
352,656,283,10,7
0,702,313,8,7
0,683,275,7,7
0,549,276,3,7
0,494,232,93,0
0,642,249,7,7
0,643,276,10,7
371,647,273,9,7
399,701,277,10,7
312,677,297,10,7
402,708,274,11,7
0,640,254,7,7
97,700,275,2,7
0,425,100,0,7
252,323,126,2,7
0,671,273,7,7
352,646,252,8,7
370,659,289,2,7
309,691,280,1,7
325,430,113,0,7
0,519,306,6,7
321,552,262,10,7
0,668,266,4,7
0,693,277,11,7
211,525,234,103,7
0,562,265,25,7
373,695,320,6,7
0,545,320,13,0
0,651,277,10,7
0,433,195,91,7
6,715,283,7,7
344,562,302,8,7
328,544,274,3,7
0,591,338,13,7
0,664,291,3,7
0,546,263,51,7
213,570,264,5,7
0,625,257,3,7
11,1001,388,66,0
0,298,79,0,7
0,420,95,0,7
0,581,331,10,0
0,567,295,75,7
363,688,321,7,7
263,319,95,0,7
0,499,295,11,0
123,172,109,3,7
0,565,304,9,7
378,752,297,8,7
322,551,326,12,7
0,651,259,7,7
0,1030,409,76,0
0,644,243,8,7
0,563,263,10,7
0,625,248,7,7
188,511,219,94,7
0,576,273,13,7
0,671,282,11,7
7,706,310,9,7
0,648,281,10,7
0,443,105,0,7
0,761,297,8,7
0,709,323,7,7
362,694,322,7,7
356,693,274,8,7
0,622,253,10,7
298,480,285,5,7
0,705,269,1,7
73,615,348,39,7
0,596,268,8,7
0,725,290,10,7
0,631,278,7,7
2,698,277,7,7
0,629,313,79,0
0,642,342,10,7
16,1027,446,86,0
0,602,246,1,7
357,640,284,10,7
0,662,301,9,7
0,654,263,4,7
173,481,209,102,7
0,711,291,8,7
0,511,232,124,7
0,404,127,0,7
366,649,289,2,7
0,599,251,11,7
0,505,295,5,7
18,297,135,7,7
0,638,251,7,7
366,704,269,8,7
358,598,273,2,7
0,320,72,0,7
0,649,259,7,7
256,569,296,78,7
5,507,290,6,7
0,378,173,10,7
0,282,113,2,7
0,437,35,0,7
350,565,304,8,7
370,645,286,2,7
337,643,254,7,7
0,598,339,11,7
325,577,256,9,7
217,534,258,6,0
3,771,390,71,0
0,594,275,43,7
0,596,297,177,7
377,715,285,9,7
0,562,321,31,7
350,609,278,10,7
372,723,296,10,7
0,437,23,0,7
14,633,324,12,0
0,633,245,9,7
0,657,296,9,7
348,599,271,11,7
398,674,297,3,7
224,582,268,5,7
367,703,325,7,7
349,697,294,10,7
2,640,282,10,7
0,513,314,15,7
0,954,370,76,7
233,537,254,162,0
0,328,57,0,7
379,711,279,4,7
259,576,294,117,7
52,590,271,22,0
223,521,241,157,7
0,409,120,0,7
0,523,277,5,7
334,540,303,6,7
0,437,17,0,7
329,578,274,13,7
0,479,213,79,7
17,591,309,20,0
0,646,251,3,7
402,695,276,11,7
0,517,312,15,7
0,300,141,7,7
0,613,328,8,7
0,553,261,44,7
371,753,278,8,7
350,672,265,7,7
387,673,293,3,7
2,638,257,6,7
54,548,334,26,0
239,548,263,171,7
0,712,280,11,7
256,574,294,87,7
0,635,251,8,7
256,311,93,0,7
0,566,266,30,7
35,584,291,59,7
0,677,264,11,7
408,667,357,12,7
37,517,313,15,0
0,492,209,96,7
0,654,296,41,0
0,598,242,1,7
0,646,256,6,0
0,589,275,2,7
0,570,268,15,7
0,732,330,6,7
316,675,310,10,7
0,380,174,9,7
115,298,136,7,7
22,600,318,25,0
86,666,255,2,7
114,591,271,43,7
0,713,328,7,7
0,691,288,10,7
0,638,294,10,7
0,715,287,7,7
0,637,251,8,7
0,711,267,11,7
332,585,253,11,7
389,730,325,6,7
0,677,299,3,7
0,173,101,2,7
0,598,268,11,7
233,542,260,160,7
54,630,300,30,0
0,164,97,2,7
0,482,285,11,7
0,639,281,2,7
174,528,253,25,7
4,713,283,7,7
202,571,269,15,7
0,533,302,6,7
0,520,307,6,7
382,715,281,4,7
29,336,159,7,7
0,689,279,1,7
0,634,257,4,7
0,639,254,7,7
0,535,303,6,0
211,497,229,125,0
0,626,250,8,7
0,682,274,11,7
184,536,258,48,7
0,320,71,0,7
348,599,268,11,7
0,637,293,9,7
0,651,304,9,7
361,639,261,4,7
0,175,113,3,7
339,693,287,10,7
259,314,94,0,7
71,384,175,10,7
0,609,239,1,7
0,515,309,15,7
0,624,291,26,0
0,570,261,5,7
0,576,268,30,7
58,641,249,1,7
381,696,274,7,7
0,376,114,0,7
0,566,260,7,7
0,593,290,7,7
0,722,268,7,7
0,722,293,10,7
77,658,258,2,7
0,672,273,5,7
0,661,348,12,7
0,439,101,0,7
365,465,109,0,7
9,727,295,8,7
403,710,272,11,7
180,494,208,96,7
49,591,301,168,7
0,727,279,18,0
0,483,282,5,7
0,336,110,0,7
322,555,319,13,7
111,644,251,1,7
217,574,265,5,7
360,600,239,1,7
0,560,293,113,7
0,615,290,7,7
364,597,240,1,7
54,613,284,25,0
0,671,360,12,7
0,724,340,78,7
0,596,274,2,7
0,457,209,90,7
0,718,291,10,7
0,704,268,7,7
104,267,126,5,7
0,654,330,11,7
0,179,107,3,7
7,484,283,5,7
0,705,269,11,7
61,594,276,43,7
0,709,279,11,7
257,566,276,187,7
388,678,276,11,7
0,494,206,96,7
0,620,295,16,7
0,602,276,2,7
0,574,296,82,7
0,628,295,14,7
266,597,302,158,7
369,722,308,9,7
18,566,304,8,7
0,710,269,8,7
206,575,263,10,7
0,178,108,2,7
219,517,240,158,0
0,548,280,3,7
0,623,251,8,7
241,318,111,0,7
0,542,258,25,7
0,601,249,1,7
364,626,258,3,7
323,551,327,12,7
0,678,286,10,7
382,715,326,7,7
0,527,266,67,7
0,521,264,62,7
156,223,1,0,7
60,589,272,43,7
0,596,241,1,7
0,572,269,12,7
0,636,280,10,7
0,719,269,8,7
58,527,250,159,7
54,633,303,32,7
0,563,299,9,7
0,191,119,2,7
401,752,297,4,7
0,569,277,40,7
0,711,278,11,7
0,618,274,2,7
211,491,228,77,0
0,620,289,9,7
354,583,316,9,7
0,590,302,167,7
0,578,271,15,7
0,733,288,4,7
306,568,246,9,7
0,839,399,77,0
0,681,326,20,0
0,545,274,3,7
344,631,243,9,7
0,243,119,2,7
46,693,368,13,7
0,618,307,6,7
0,434,270,54,0
0,718,296,10,7
0,683,274,1,7
0,711,280,11,0
278,681,271,2,7
359,740,272,7,7
0,701,269,8,7
0,598,276,11,7
388,729,302,9,7
321,678,285,10,7
186,538,262,53,7
0,699,270,8,7
348,574,276,2,7
0,324,125,2,7
0,538,307,7,7
56,161,101,1,7
43,540,257,45,7
0,658,252,7,7
0,656,314,83,7
130,400,177,11,7
59,583,268,44,7
347,628,250,8,7
374,668,269,4,7
369,657,257,9,7
121,167,105,3,7
0,670,291,10,7
304,688,275,1,7
265,580,293,142,7
189,584,277,33,7
0,629,289,10,7
409,703,273,12,7
207,520,230,104,7
0,650,277,10,7
15,744,392,71,7
0,670,257,9,7
312,677,297,10,7
266,590,291,177,7
343,625,243,9,7
0,594,290,7,7
404,660,350,12,7
0,681,325,20,0
0,698,271,4,7
310,672,308,10,7
0,676,294,10,7
0,661,277,11,7
266,591,288,177,7
346,580,307,9,7
0,502,230,97,7
61,178,110,2,7
14,662,269,4,7
191,560,262,25,7
0,717,290,10,7
314,628,288,7,7
0,1145,464,171,7
340,549,298,10,7
0,521,240,157,7
0,419,184,95,7
8,714,289,8,7
0,567,294,76,7
0,631,292,10,7
0,715,319,6,7
0,593,286,43,7
343,597,263,11,7
86,688,278,7,7
267,589,305,167,7
0,696,274,7,7
252,330,49,0,7
0,608,335,29,0
0,606,281,2,7
267,586,296,150,7
397,703,268,11,7
0,638,252,7,7
323,564,265,10,7
0,638,249,7,7
399,745,299,4,7
0,605,345,11,7
119,596,283,43,7
0,640,252,1,7
0,498,217,96,7
364,686,272,7,7
264,595,301,158,7
0,431,193,91,7
378,663,274,11,7
0,730,290,6,7
0,630,242,9,7
0,513,309,14,0
0,630,281,7,7
322,516,312,16,7
0,623,256,3,7
0,573,278,186,0
352,584,313,9,7
303,683,274,1,7
0,523,250,164,7
0,574,295,74,7
0,277,132,5,7
189,584,278,33,7
349,598,339,11,7
62,602,320,24,0
345,617,307,6,7
0,536,259,6,7
0,163,98,1,7
16,707,305,4,7
0,617,287,9,7
0,161,99,1,7
173,531,257,27,7
356,699,267,8,7
251,328,117,0,7
359,599,280,2,7
290,488,297,7,7
0,693,267,4,7
92,544,261,49,7
0,721,305,9,7
181,221,119,3,7
213,257,80,0,7
239,316,109,0,7
0,516,236,158,7
0,742,273,7,7
3,263,124,5,7
323,705,275,1,7
0,553,281,3,0
274,589,284,184,7
109,693,272,2,7
335,662,266,7,7
0,578,296,120,7
401,657,347,12,7
357,629,256,7,7
197,580,272,43,7
360,640,282,10,7
349,607,277,11,7
0,227,121,2,7
0,600,274,11,7
418,674,363,13,7
55,588,278,42,0
0,911,318,73,0
335,664,269,7,7
0,731,301,9,7
0,589,284,182,7
0,729,325,6,7
0,651,258,7,7
31,731,326,6,7
0,589,342,13,7
0,437,28,0,7
0,524,320,15,7
248,319,119,2,7
5,628,336,9,7
323,566,265,10,7
271,581,282,185,7
252,558,287,106,7
324,531,302,8,7
0,712,284,7,7
0,162,96,2,7
0,713,284,14,0
0,634,246,9,7
0,681,325,20,0
0,674,299,3,7
376,724,292,10,7
0,508,285,6,7
0,242,120,2,7
0,312,116,2,7
0,643,283,10,7
0,639,255,7,7
0,813,423,90,7
0,562,262,18,7
0,698,265,1,7
395,645,342,10,0
278,654,256,2,7
354,626,291,15,7
79,660,259,2,7
0,378,118,0,7
365,642,250,7,7
242,319,112,0,7
0,619,256,3,7
354,617,348,12,7
0,525,256,58,7
0,712,278,11,7
360,601,240,1,7
6,639,247,7,7
0,666,265,4,7
245,321,122,2,7
0,625,295,16,7
0,707,268,1,7
0,674,299,3,7
0,514,222,90,7
334,533,303,6,7
0,632,279,10,7
0,547,281,14,0
0,559,273,187,7
96,411,177,11,7
0,598,257,11,7
0,745,299,4,7
362,643,265,4,7
0,617,241,2,7
319,519,302,8,7
278,657,257,2,7
0,697,317,8,7
0,492,228,128,0
0,628,248,7,7
341,641,253,7,7
0,624,256,3,7
26,577,305,8,7
254,563,275,187,7
349,598,334,9,7
0,484,294,6,7
59,595,282,43,7
0,598,265,11,7
0,599,273,2,7
60,172,102,2,7
0,706,312,4,7
0,716,312,3,7
0,647,265,4,7
102,263,125,5,7
7,705,312,9,7
384,759,299,8,7
192,511,218,90,7
110,415,181,94,7
381,768,293,8,7
309,667,299,10,7
120,624,259,3,7
380,633,251,3,7
62,602,318,24,0
0,494,291,5,7
0,672,276,7,7
366,715,268,8,7
0,676,298,3,7
0,467,208,84,7
339,693,286,10,7
0,652,354,19,0
384,705,279,7,7
0,597,277,11,7
0,557,272,186,7
0,656,261,6,7
260,581,302,138,7
0,705,270,8,7
366,702,324,7,7
323,677,287,11,7
370,712,289,9,7
0,662,268,7,7
0,658,262,6,7
0,650,252,1,7
390,682,275,11,7
0,731,327,6,7
0,647,267,12,7
382,692,335,88,7
0,585,274,33,7
354,637,250,8,7
0,417,93,0,7
317,513,305,5,7
0,579,257,9,7
344,665,271,7,7
379,729,302,9,7
371,697,272,7,7
357,629,255,7,7
358,601,323,8,7
0,596,260,11,7
380,714,286,7,7
0,597,276,2,7
0,974,546,143,7
258,616,259,3,7
347,577,273,2,7
315,516,282,6,7
0,513,224,107,7
343,546,296,9,7
71,201,120,2,7
0,550,279,2,7
346,607,278,10,7
0,161,100,1,0
0,582,315,9,7
0,600,245,1,7
0,665,254,9,7
182,518,255,58,7
110,180,111,2,7
183,546,264,51,7
189,544,263,56,7
322,679,286,10,7
0,230,119,3,7
0,511,299,8,7
189,585,276,33,7
429,689,364,13,7
0,358,170,8,0
246,322,123,2,7
389,635,338,10,7
382,763,294,8,7
224,549,264,17,7
35,584,292,59,7
0,505,290,6,7
377,765,288,8,7
373,724,298,10,7
0,655,287,9,7
0,560,252,11,7
305,568,254,9,7
0,576,297,138,7
0,683,276,7,7
0,507,229,124,0
351,654,282,10,7
0,680,362,13,7
0,722,296,10,7
378,658,280,11,7
0,725,299,9,7
0,615,290,7,7
256,311,92,0,7
115,303,146,7,7
385,628,337,9,7
0,663,292,3,7
327,537,300,8,7
0,656,262,6,7
0,620,254,3,7
0,415,177,97,7
0,649,305,9,7
310,695,281,1,7
25,603,320,27,0
0,642,254,7,7
0,610,281,9,7
350,722,272,1,7
0,534,256,5,7
183,522,255,58,7
0,570,265,5,7
0,707,307,3,7
0,690,270,11,7
253,331,53,0,7
0,483,291,6,7
0,672,261,11,7
270,491,290,11,7
13,1024,438,86,0
0,586,287,50,7
0,681,273,1,7
0,825,398,116,0
0,437,43,0,7
0,639,332,12,7
369,722,310,9,7
338,540,306,6,7
0,637,250,7,7
0,194,120,2,7
0,641,250,8,7
0,685,362,13,7
0,642,250,1,7
0,545,314,12,7
0,613,261,4,7
362,641,264,4,7
318,638,295,7,7
190,560,263,18,7
362,686,273,7,7
0,721,303,9,7
54,567,266,23,7
197,564,263,15,7
8,667,355,12,7
305,526,312,14,7
0,646,256,6,7
384,717,283,4,7
0,753,282,8,7
353,596,278,2,7
226,305,66,0,7
0,577,261,12,7
0,622,257,3,7
0,661,266,7,7
0,698,319,6,7
0,432,115,0,7
0,700,317,6,7
350,582,302,9,7
0,312,116,2,7
402,706,278,10,7
0,643,334,10,7
296,707,275,2,7
255,573,293,87,7
0,625,258,3,7
0,686,276,1,7
74,575,313,41,0
0,606,336,29,7
329,536,304,7,7
0,549,263,167,7
360,637,260,4,7
0,627,287,10,7
331,691,266,1,7
33,610,339,29,7
322,550,331,13,7
384,667,287,2,7
225,550,265,17,7
360,628,288,10,7
0,538,259,162,0
328,689,266,1,7
0,600,247,1,7
0,645,302,9,7
0,586,316,8,7
0,560,301,8,7
0,966,405,132,0
0,601,248,1,7
329,536,303,7,7
0,655,328,12,7
0,501,303,15,7
0,648,252,1,0
384,717,292,8,7
0,474,300,12,7
0,481,211,75,0
311,669,305,10,7
362,641,263,4,7
0,651,254,7,7
0,654,284,10,7
0,376,116,0,7
