@relation 'camel-weka.filters.unsupervised.attribute.Remove-V-R2,3,6,7,last'

@attribute ncommitsbycreator numeric
@attribute ncommitsinproject numeric
@attribute nissuescreatedinproject numeric
@attribute nissuescreatedinprojectclosed numeric
@attribute timeopen {0,1}


@data
379,701,278,7,1
0,646,255,7,0
0,638,279,10,1
211,497,230,125,1
0,626,290,15,1
57,368,173,9,1
0,707,266,11,1
0,607,292,42,1
0,277,131,5,1
0,618,306,6,1
91,678,268,2,1
339,646,255,5,1
0,402,177,11,1
0,437,34,0,1
0,583,276,32,1
0,646,257,6,1
261,579,300,134,1
365,642,284,2,1
386,677,268,9,1
0,276,115,2,1
336,663,269,7,1
0,164,97,1,1
0,706,265,11,1
0,536,281,3,1
0,641,263,4,1
0,753,295,8,1
290,486,297,7,1
0,486,288,5,1
213,570,261,7,1
256,590,291,63,1
382,729,300,9,1
382,702,318,6,1
0,555,282,100,1
0,675,300,3,1
11,1001,389,66,0
0,172,101,2,1
0,663,289,2,1
110,418,180,94,1
0,667,358,13,1
0,276,116,2,1
0,167,110,2,1
0,643,281,10,1
0,378,172,10,1
221,546,269,6,1
0,609,285,9,1
327,551,278,3,1
50,538,327,31,1
273,328,100,0,1
0,714,291,10,1
395,734,290,4,1
0,738,288,8,1
374,619,240,2,1
0,569,262,10,1
0,481,216,84,1
216,529,260,12,1
61,594,281,43,1
37,546,283,98,1
367,652,266,4,1
304,651,303,9,1
0,170,98,2,1
11,672,291,3,1
0,710,310,4,1
615,1015,366,57,1
0,730,300,9,1
305,657,332,11,1
0,712,276,11,1
117,596,282,43,1
302,653,304,9,1
0,561,276,32,1
405,715,272,11,1
0,761,287,8,1
0,562,265,10,1
340,622,243,10,1
0,600,296,7,1
3,974,365,57,0
0,483,284,5,1
351,644,253,7,1
287,696,274,2,1
0,681,323,20,0
335,559,284,4,1
0,162,107,3,1
0,588,265,9,1
360,631,250,7,1
27,584,319,9,1
220,518,237,158,1
128,450,204,90,1
0,647,275,9,1
0,711,278,11,1
0,583,265,4,1
0,615,347,11,1
0,526,303,8,1
0,609,331,28,1
340,661,270,7,1
0,495,227,126,1
0,674,296,10,1
0,713,285,7,1
0,938,332,76,1
316,623,278,7,1
339,597,284,7,1
48,543,263,70,1
0,658,290,2,1
18,592,312,21,0
0,549,238,8,1
337,615,239,9,1
412,709,274,12,1
7,551,282,3,1
339,582,332,10,1
0,662,269,7,1
0,599,295,7,1
0,587,271,43,1
0,689,274,7,1
0,651,260,7,1
0,705,314,9,1
0,749,297,4,1
200,585,271,43,1
0,448,271,34,0
0,522,276,5,1
183,546,261,25,1
328,429,101,0,1
0,972,376,78,0
142,460,204,84,1
347,605,275,11,1
0,666,272,7,1
0,704,269,7,1
0,248,117,2,1
248,551,266,187,1
342,594,251,11,1
0,674,282,10,1
322,532,277,5,1
0,548,264,171,1
0,437,27,0,1
1,546,297,9,1
193,526,265,67,1
360,601,247,1,1
271,621,247,1,1
107,181,112,2,1
237,290,89,0,1
270,616,246,1,1
0,631,278,2,1
83,705,267,1,1
303,687,275,1,1
0,670,258,9,1
311,669,300,10,1
61,380,175,9,1
0,584,274,33,1
411,716,282,11,1
305,378,117,0,1
0,642,264,4,1
202,495,229,93,1
0,567,293,75,1
0,511,231,124,1
0,524,311,14,1
0,498,228,126,1
136,457,209,90,1
0,597,250,2,1
0,640,250,8,1
0,596,275,2,1
0,544,261,171,1
0,725,291,10,1
337,543,295,10,1
0,763,295,8,1
0,568,306,8,1
0,524,233,105,1
368,709,273,9,1
0,685,362,13,1
386,720,285,8,1
17,705,308,3,1
186,550,262,25,1
343,617,252,8,1
0,595,269,8,1
255,574,292,87,1
388,671,290,3,1
298,480,284,5,1
43,354,166,7,1
0,724,284,6,1
0,1053,379,64,1
0,652,263,6,1
0,540,319,15,1
0,689,277,1,1
115,596,281,43,1
0,336,74,0,1
308,408,118,0,1
0,740,292,4,1
413,674,363,12,1
346,579,310,9,1
411,708,278,11,1
107,583,267,44,1
0,608,278,43,0
0,654,348,11,1
407,709,266,11,1
325,608,315,25,1
419,673,361,13,1
204,576,267,11,1
91,678,262,2,1
39,627,256,3,1
300,484,287,5,1
0,242,118,3,1
0,488,299,13,1
0,665,293,3,1
53,540,260,68,1
0,596,340,11,1
169,203,115,3,1
0,572,277,13,1
0,564,265,10,1
0,595,292,7,1
196,566,264,17,1
0,437,42,0,1
0,626,248,1,1
345,634,250,7,1
54,533,265,67,1
0,686,273,7,1
0,571,297,87,1
0,343,109,0,1
368,751,277,8,1
365,615,274,2,1
0,581,294,142,1
239,316,112,0,1
358,642,254,8,1
362,693,321,7,1
0,596,292,7,1
0,416,180,93,1
0,582,317,9,1
0,589,295,68,1
313,698,282,1,1
0,596,246,1,1
0,528,299,6,1
0,447,98,0,1
316,675,311,10,1
0,558,263,19,1
71,201,119,2,1
0,1041,426,158,1
0,634,251,3,1
0,696,276,10,1
0,658,266,7,1
413,721,280,11,1
352,656,283,10,1
0,702,313,8,1
0,683,275,7,1
0,549,276,3,1
0,494,232,93,1
0,642,249,7,1
0,643,276,10,1
371,647,273,9,1
399,701,277,10,1
312,677,297,10,1
402,708,274,11,1
0,640,254,7,1
97,700,275,2,1
0,425,100,0,1
252,323,126,2,1
0,671,273,7,1
352,646,252,8,1
370,659,289,2,1
309,691,280,1,1
325,430,113,0,1
0,519,306,6,1
321,552,262,10,1
0,668,266,4,1
0,693,277,11,1
211,525,234,103,1
0,562,265,25,1
373,695,320,6,1
0,545,320,13,1
0,651,277,10,1
0,433,195,91,1
6,715,283,7,1
344,562,302,8,1
328,544,274,3,1
0,591,338,13,1
0,664,291,3,1
0,546,263,51,1
213,570,264,5,1
0,625,257,3,1
11,1001,388,66,0
0,298,79,0,1
0,420,95,0,1
0,581,331,10,1
0,567,295,75,1
363,688,321,7,1
263,319,95,0,1
0,499,295,11,0
123,172,109,3,1
0,565,304,9,1
378,752,297,8,1
322,551,326,12,1
0,651,259,7,1
0,1030,409,76,1
0,644,243,8,1
0,563,263,10,1
0,625,248,7,1
188,511,219,94,1
0,576,273,13,1
0,671,282,11,1
7,706,310,9,1
0,648,281,10,1
0,443,105,0,1
0,761,297,8,1
0,709,323,7,1
362,694,322,7,1
356,693,274,8,1
0,622,253,10,1
298,480,285,5,1
0,705,269,1,1
73,615,348,39,1
0,596,268,8,1
0,725,290,10,1
0,631,278,7,1
2,698,277,7,1
0,629,313,79,0
0,642,342,10,1
16,1027,446,86,0
0,602,246,1,1
357,640,284,10,1
0,662,301,9,1
0,654,263,4,1
173,481,209,102,1
0,711,291,8,1
0,511,232,124,1
0,404,127,0,1
366,649,289,2,1
0,599,251,11,1
0,505,295,5,1
18,297,135,7,1
0,638,251,7,1
366,704,269,8,1
358,598,273,2,1
0,320,72,0,1
0,649,259,7,1
256,569,296,78,1
5,507,290,6,1
0,378,173,10,1
0,282,113,2,1
0,437,35,0,1
350,565,304,8,1
370,645,286,2,1
337,643,254,7,1
0,598,339,11,1
325,577,256,9,1
217,534,258,6,1
3,771,390,71,1
0,594,275,43,1
0,596,297,177,1
377,715,285,9,1
0,562,321,31,1
350,609,278,10,1
372,723,296,10,1
0,437,23,0,1
14,633,324,12,1
0,633,245,9,1
0,657,296,9,1
348,599,271,11,1
398,674,297,3,1
224,582,268,5,1
367,703,325,7,1
349,697,294,10,1
2,640,282,10,1
0,513,314,15,1
0,954,370,76,1
233,537,254,162,1
0,328,57,0,1
379,711,279,4,1
259,576,294,117,1
52,590,271,22,0
223,521,241,157,1
0,409,120,0,1
0,523,277,5,1
334,540,303,6,1
0,437,17,0,1
329,578,274,13,1
0,479,213,79,1
17,591,309,20,0
0,646,251,3,1
402,695,276,11,1
0,517,312,15,1
0,300,141,7,1
0,613,328,8,1
0,553,261,44,1
371,753,278,8,1
350,672,265,7,1
387,673,293,3,1
2,638,257,6,1
54,548,334,26,0
239,548,263,171,1
0,712,280,11,1
256,574,294,87,1
0,635,251,8,1
256,311,93,0,1
0,566,266,30,1
35,584,291,59,1
0,677,264,11,1
408,667,357,12,1
37,517,313,15,1
0,492,209,96,1
0,654,296,41,0
0,598,242,1,1
0,646,256,6,0
0,589,275,2,1
0,570,268,15,1
0,732,330,6,1
316,675,310,10,1
0,380,174,9,1
115,298,136,7,1
22,600,318,25,0
86,666,255,2,1
114,591,271,43,1
0,713,328,7,1
0,691,288,10,1
0,638,294,10,1
0,715,287,7,1
0,637,251,8,1
0,711,267,11,1
332,585,253,11,1
389,730,325,6,1
0,677,299,3,1
0,173,101,2,1
0,598,268,11,1
233,542,260,160,1
54,630,300,30,0
0,164,97,2,1
0,482,285,11,1
0,639,281,2,1
174,528,253,25,1
4,713,283,7,1
202,571,269,15,1
0,533,302,6,1
0,520,307,6,1
382,715,281,4,1
29,336,159,7,1
0,689,279,1,1
0,634,257,4,1
0,639,254,7,1
0,535,303,6,1
211,497,229,125,1
0,626,250,8,1
0,682,274,11,1
184,536,258,48,1
0,320,71,0,1
348,599,268,11,1
0,637,293,9,1
0,651,304,9,1
361,639,261,4,1
0,175,113,3,1
339,693,287,10,1
259,314,94,0,1
71,384,175,10,1
0,609,239,1,1
0,515,309,15,1
0,624,291,26,0
0,570,261,5,1
0,576,268,30,1
58,641,249,1,1
381,696,274,7,1
0,376,114,0,1
0,566,260,7,1
0,593,290,7,1
0,722,268,7,1
0,722,293,10,1
77,658,258,2,1
0,672,273,5,1
0,661,348,12,1
0,439,101,0,1
365,465,109,0,1
9,727,295,8,1
403,710,272,11,1
180,494,208,96,1
49,591,301,168,1
0,727,279,18,1
0,483,282,5,1
0,336,110,0,1
322,555,319,13,1
111,644,251,1,1
217,574,265,5,1
360,600,239,1,1
0,560,293,113,1
0,615,290,7,1
364,597,240,1,1
54,613,284,25,0
0,671,360,12,1
0,724,340,78,1
0,596,274,2,1
0,457,209,90,1
0,718,291,10,1
0,704,268,7,1
104,267,126,5,1
0,654,330,11,1
0,179,107,3,1
7,484,283,5,1
0,705,269,11,1
61,594,276,43,1
0,709,279,11,1
257,566,276,187,1
388,678,276,11,1
0,494,206,96,1
0,620,295,16,1
0,602,276,2,1
0,574,296,82,1
0,628,295,14,1
266,597,302,158,1
369,722,308,9,1
18,566,304,8,1
0,710,269,8,1
206,575,263,10,1
0,178,108,2,1
219,517,240,158,0
0,548,280,3,1
0,623,251,8,1
241,318,111,0,1
0,542,258,25,1
0,601,249,1,1
364,626,258,3,1
323,551,327,12,1
0,678,286,10,1
382,715,326,7,1
0,527,266,67,1
0,521,264,62,1
156,223,1,0,1
60,589,272,43,1
0,596,241,1,1
0,572,269,12,1
0,636,280,10,1
0,719,269,8,1
58,527,250,159,1
54,633,303,32,1
0,563,299,9,1
0,191,119,2,1
401,752,297,4,1
0,569,277,40,1
0,711,278,11,1
0,618,274,2,1
211,491,228,77,1
0,620,289,9,1
354,583,316,9,1
0,590,302,167,1
0,578,271,15,1
0,733,288,4,1
306,568,246,9,1
0,839,399,77,0
0,681,326,20,0
0,545,274,3,1
344,631,243,9,1
0,243,119,2,1
46,693,368,13,1
0,618,307,6,1
0,434,270,54,0
0,718,296,10,1
0,683,274,1,1
0,711,280,11,1
278,681,271,2,1
359,740,272,7,1
0,701,269,8,1
0,598,276,11,1
388,729,302,9,1
321,678,285,10,1
186,538,262,53,1
0,699,270,8,1
348,574,276,2,1
0,324,125,2,1
0,538,307,7,1
56,161,101,1,1
43,540,257,45,1
0,658,252,7,1
0,656,314,83,1
130,400,177,11,1
59,583,268,44,1
347,628,250,8,1
374,668,269,4,1
369,657,257,9,1
121,167,105,3,1
0,670,291,10,1
304,688,275,1,1
265,580,293,142,1
189,584,277,33,1
0,629,289,10,1
409,703,273,12,1
207,520,230,104,1
0,650,277,10,1
15,744,392,71,1
0,670,257,9,1
312,677,297,10,1
266,590,291,177,1
343,625,243,9,1
0,594,290,7,1
404,660,350,12,1
0,681,325,20,0
0,698,271,4,1
310,672,308,10,1
0,676,294,10,1
0,661,277,11,1
266,591,288,177,1
346,580,307,9,1
0,502,230,97,1
61,178,110,2,1
14,662,269,4,1
191,560,262,25,1
0,717,290,10,1
314,628,288,7,1
0,1145,464,171,1
340,549,298,10,1
0,521,240,157,1
0,419,184,95,1
8,714,289,8,1
0,567,294,76,1
0,631,292,10,1
0,715,319,6,1
0,593,286,43,1
343,597,263,11,1
86,688,278,7,1
267,589,305,167,1
0,696,274,7,1
252,330,49,0,1
0,608,335,29,1
0,606,281,2,1
267,586,296,150,1
397,703,268,11,1
0,638,252,7,1
323,564,265,10,1
0,638,249,7,1
399,745,299,4,1
0,605,345,11,1
119,596,283,43,1
0,640,252,1,1
0,498,217,96,1
364,686,272,7,1
264,595,301,158,1
0,431,193,91,1
378,663,274,11,1
0,730,290,6,1
0,630,242,9,1
0,513,309,14,0
0,630,281,7,1
322,516,312,16,1
0,623,256,3,1
0,573,278,186,0
352,584,313,9,1
303,683,274,1,1
0,523,250,164,1
0,574,295,74,1
0,277,132,5,1
189,584,278,33,1
349,598,339,11,1
62,602,320,24,1
345,617,307,6,1
0,536,259,6,1
0,163,98,1,1
16,707,305,4,1
0,617,287,9,1
0,161,99,1,1
173,531,257,27,1
356,699,267,8,1
251,328,117,0,1
359,599,280,2,1
290,488,297,7,1
0,693,267,4,1
92,544,261,49,1
0,721,305,9,1
181,221,119,3,1
213,257,80,0,1
239,316,109,0,1
0,516,236,158,1
0,742,273,7,1
3,263,124,5,1
323,705,275,1,1
0,553,281,3,0
274,589,284,184,1
109,693,272,2,1
335,662,266,7,1
0,578,296,120,1
401,657,347,12,1
357,629,256,7,1
197,580,272,43,1
360,640,282,10,1
349,607,277,11,1
0,227,121,2,1
0,600,274,11,1
418,674,363,13,1
55,588,278,42,0
0,911,318,73,0
335,664,269,7,1
0,731,301,9,1
0,589,284,182,1
0,729,325,6,1
0,651,258,7,1
31,731,326,6,1
0,589,342,13,1
0,437,28,0,1
0,524,320,15,1
248,319,119,2,1
5,628,336,9,1
323,566,265,10,1
271,581,282,185,1
252,558,287,106,1
324,531,302,8,1
0,712,284,7,1
0,162,96,2,1
0,713,284,14,1
0,634,246,9,1
0,681,325,20,0
0,674,299,3,1
376,724,292,10,1
0,508,285,6,1
0,242,120,2,1
0,312,116,2,1
0,643,283,10,1
0,639,255,7,1
0,813,423,90,1
0,562,262,18,1
0,698,265,1,1
395,645,342,10,0
278,654,256,2,1
354,626,291,15,1
79,660,259,2,1
0,378,118,0,1
365,642,250,7,1
242,319,112,0,1
0,619,256,3,1
354,617,348,12,1
0,525,256,58,1
0,712,278,11,1
360,601,240,1,1
6,639,247,7,1
0,666,265,4,1
245,321,122,2,1
0,625,295,16,1
0,707,268,1,1
0,674,299,3,1
0,514,222,90,1
334,533,303,6,1
0,632,279,10,1
0,547,281,14,0
0,559,273,187,1
96,411,177,11,1
0,598,257,11,1
0,745,299,4,1
362,643,265,4,1
0,617,241,2,1
319,519,302,8,1
278,657,257,2,1
0,697,317,8,1
0,492,228,128,1
0,628,248,7,1
341,641,253,7,1
0,624,256,3,1
26,577,305,8,1
254,563,275,187,1
349,598,334,9,1
0,484,294,6,1
59,595,282,43,1
0,598,265,11,1
0,599,273,2,1
60,172,102,2,1
0,706,312,4,1
0,716,312,3,1
0,647,265,4,1
102,263,125,5,1
7,705,312,9,1
384,759,299,8,1
192,511,218,90,1
110,415,181,94,1
381,768,293,8,1
309,667,299,10,1
120,624,259,3,1
380,633,251,3,1
62,602,318,24,1
0,494,291,5,1
0,672,276,7,1
366,715,268,8,1
0,676,298,3,1
0,467,208,84,1
339,693,286,10,1
0,652,354,19,0
384,705,279,7,1
0,597,277,11,1
0,557,272,186,1
0,656,261,6,1
260,581,302,138,1
0,705,270,8,1
366,702,324,7,1
323,677,287,11,1
370,712,289,9,1
0,662,268,7,1
0,658,262,6,1
0,650,252,1,1
390,682,275,11,1
0,731,327,6,1
0,647,267,12,1
382,692,335,88,1
0,585,274,33,1
354,637,250,8,1
0,417,93,0,1
317,513,305,5,1
0,579,257,9,1
344,665,271,7,1
379,729,302,9,1
371,697,272,7,1
357,629,255,7,1
358,601,323,8,1
0,596,260,11,1
380,714,286,7,1
0,597,276,2,1
0,974,546,143,1
258,616,259,3,1
347,577,273,2,1
315,516,282,6,1
0,513,224,107,1
343,546,296,9,1
71,201,120,2,1
0,550,279,2,1
346,607,278,10,1
0,161,100,1,1
0,582,315,9,1
0,600,245,1,1
0,665,254,9,1
182,518,255,58,1
110,180,111,2,1
183,546,264,51,1
189,544,263,56,1
322,679,286,10,1
0,230,119,3,1
0,511,299,8,1
189,585,276,33,1
429,689,364,13,1
0,358,170,8,1
246,322,123,2,1
389,635,338,10,1
382,763,294,8,1
224,549,264,17,1
35,584,292,59,1
0,505,290,6,1
377,765,288,8,1
373,724,298,10,1
0,655,287,9,1
0,560,252,11,1
305,568,254,9,1
0,576,297,138,1
0,683,276,7,1
0,507,229,124,1
351,654,282,10,1
0,680,362,13,1
0,722,296,10,1
378,658,280,11,1
0,725,299,9,1
0,615,290,7,1
256,311,92,0,1
115,303,146,7,1
385,628,337,9,1
0,663,292,3,1
327,537,300,8,1
0,656,262,6,1
0,620,254,3,1
0,415,177,97,1
0,649,305,9,1
310,695,281,1,1
25,603,320,27,0
0,642,254,7,1
0,610,281,9,1
350,722,272,1,1
0,534,256,5,1
183,522,255,58,1
0,570,265,5,1
0,707,307,3,1
0,690,270,11,1
253,331,53,0,1
0,483,291,6,1
0,672,261,11,1
270,491,290,11,1
13,1024,438,86,0
0,586,287,50,1
0,681,273,1,1
0,825,398,116,1
0,437,43,0,1
0,639,332,12,1
369,722,310,9,1
338,540,306,6,1
0,637,250,7,1
0,194,120,2,1
0,641,250,8,1
0,685,362,13,1
0,642,250,1,1
0,545,314,12,1
0,613,261,4,1
362,641,264,4,1
318,638,295,7,1
190,560,263,18,1
362,686,273,7,1
0,721,303,9,1
54,567,266,23,1
197,564,263,15,1
8,667,355,12,1
305,526,312,14,1
0,646,256,6,1
384,717,283,4,1
0,753,282,8,1
353,596,278,2,1
226,305,66,0,1
0,577,261,12,1
0,622,257,3,1
0,661,266,7,1
0,698,319,6,1
0,432,115,0,1
0,700,317,6,1
350,582,302,9,1
0,312,116,2,1
402,706,278,10,1
0,643,334,10,1
296,707,275,2,1
255,573,293,87,1
0,625,258,3,1
0,686,276,1,1
74,575,313,41,1
0,606,336,29,1
329,536,304,7,1
0,549,263,167,1
360,637,260,4,1
0,627,287,10,1
331,691,266,1,1
33,610,339,29,1
322,550,331,13,1
384,667,287,2,1
225,550,265,17,1
360,628,288,10,1
0,538,259,162,1
328,689,266,1,1
0,600,247,1,1
0,645,302,9,1
0,586,316,8,1
0,560,301,8,1
0,966,405,132,0
0,601,248,1,1
329,536,303,7,1
0,655,328,12,1
0,501,303,15,1
0,648,252,1,0
384,717,292,8,1
0,474,300,12,1
0,481,211,75,1
311,669,305,10,1
362,641,263,4,1
0,651,254,7,1
0,654,284,10,1
0,376,116,0,1
