@relation 'camel-weka.filters.unsupervised.attribute.Remove-V-R2,3,6,7,last'

@attribute ncommitsbycreator numeric
@attribute ncommitsinproject numeric
@attribute nissuescreatedinproject numeric
@attribute nissuescreatedinprojectclosed numeric
@attribute timeopen {1,7,14,30,90,180,365,1000}

@data
46,595,260,20,1
269,595,303,176,90
0,541,266,68,180
308,657,296,9,365
0,568,273,44,7
0,757,297,8,365
22,309,151,7,90
369,657,258,9,365
361,636,246,7,365
0,638,292,10,1000
0,553,231,8,365
0,646,254,7,365
121,167,106,3,1000
0,423,97,0,1000
0,495,212,96,30
0,694,320,7,365
0,901,318,72,90
0,542,279,15,30
432,694,364,13,365
0,677,312,10,365
360,594,321,8,365
0,588,300,168,365
382,758,298,8,365
200,612,294,42,365
0,533,304,6,180
365,633,281,10,1000
328,408,130,0,365
314,387,123,0,1000
0,565,264,25,365
0,853,398,75,1
0,575,258,9,180
0,551,268,5,365
341,617,343,17,180
0,557,281,4,180
350,654,281,10,365
199,567,265,16,365
0,631,247,7,365
387,707,321,6,365
0,674,310,10,365
9,605,314,25,14
0,299,137,7,180
43,543,266,6,180
0,488,238,13,365
0,629,254,7,365
250,327,116,0,1000
102,165,108,2,180
0,544,261,172,365
0,660,287,2,365
9,944,521,130,1
255,585,343,28,1
0,572,279,186,1000
379,701,278,7,365
0,646,255,7,1
0,638,279,10,1000
211,497,230,125,30
0,626,290,15,1000
57,368,173,9,90
0,707,266,11,365
0,607,292,42,365
0,277,131,5,90
0,618,306,6,1000
91,678,268,2,365
339,646,255,5,365
0,402,177,11,90
0,437,34,0,365
0,583,276,32,365
0,646,257,6,365
261,579,300,134,90
365,642,284,2,365
386,677,268,9,365
0,276,115,2,1000
336,663,269,7,365
0,164,97,1,90
0,706,265,11,365
0,536,281,3,180
0,641,263,4,365
0,753,295,8,1000
290,486,297,7,365
0,486,288,5,365
213,570,261,7,1000
256,590,291,63,30
382,729,300,9,365
382,702,318,6,365
0,555,282,100,180
0,675,300,3,365
11,1001,389,66,1
0,172,101,2,90
0,663,289,2,365
110,418,180,94,30
0,667,358,13,365
0,276,116,2,365
0,167,110,2,1000
0,643,281,10,1000
0,378,172,10,90
221,546,269,6,7
0,609,285,9,90
327,551,278,3,180
50,538,327,31,14
273,328,100,0,1000
0,714,291,10,365
395,734,290,4,180
0,738,288,8,365
374,619,240,2,365
0,569,262,10,1000
0,481,216,84,7
216,529,260,12,14
61,594,281,43,1000
37,546,283,98,365
367,652,266,4,180
304,651,303,9,365
0,170,98,2,90
11,672,291,3,365
0,710,310,4,365
615,1015,366,57,14
0,730,300,9,365
305,657,332,11,365
0,712,276,11,365
117,596,282,43,365
302,653,304,9,180
0,561,276,32,180
405,715,272,11,1000
0,761,287,8,365
0,562,265,10,1000
340,622,243,10,365
0,600,296,7,365
3,974,365,57,1
0,483,284,5,180
351,644,253,7,365
287,696,274,2,365
0,681,323,20,1
335,559,284,4,365
0,162,107,3,1000
0,588,265,9,365
360,631,250,7,365
27,584,319,9,365
220,518,237,158,14
128,450,204,90,30
0,647,275,9,1000
0,711,278,11,365
0,583,265,4,1000
0,615,347,11,365
0,526,303,8,365
0,609,331,28,30
340,661,270,7,365
0,495,227,126,30
0,674,296,10,365
0,713,285,7,365
0,938,332,76,7
316,623,278,7,365
339,597,284,7,365
48,543,263,70,1000
0,658,290,2,365
18,592,312,21,1
0,549,238,8,365
337,615,239,9,365
412,709,274,12,1000
7,551,282,3,180
339,582,332,10,365
0,662,269,7,1000
0,599,295,7,365
0,587,271,43,365
0,689,274,7,365
0,651,260,7,365
0,705,314,9,365
0,749,297,4,1000
200,585,271,43,365
0,448,271,34,1
0,522,276,5,180
183,546,261,25,365
328,429,101,0,365
0,972,376,78,1
142,460,204,84,14
347,605,275,11,1000
0,666,272,7,365
0,704,269,7,365
0,248,117,2,180
248,551,266,187,180
342,594,251,11,1000
0,674,282,10,365
322,532,277,5,180
0,548,264,171,365
0,437,27,0,365
1,546,297,9,365
193,526,265,67,365
360,601,247,1,180
271,621,247,1,180
107,181,112,2,180
237,290,89,0,365
270,616,246,1,180
0,631,278,2,365
83,705,267,1,365
303,687,275,1,180
0,670,258,9,365
311,669,300,10,365
61,380,175,9,30
0,584,274,33,365
411,716,282,11,365
305,378,117,0,365
0,642,264,4,180
202,495,229,93,30
0,567,293,75,180
0,511,231,124,7
0,524,311,14,180
0,498,228,126,180
136,457,209,90,14
0,597,250,2,180
0,640,250,8,365
0,596,275,2,14
0,544,261,171,365
0,725,291,10,180
337,543,295,10,365
0,763,295,8,365
0,568,306,8,365
0,524,233,105,14
368,709,273,9,365
0,685,362,13,365
386,720,285,8,365
17,705,308,3,365
186,550,262,25,1000
343,617,252,8,1000
0,595,269,8,365
255,574,292,87,1000
388,671,290,3,365
298,480,284,5,180
43,354,166,7,90
0,724,284,6,1000
0,1053,379,64,180
0,652,263,6,365
0,540,319,15,180
0,689,277,1,180
115,596,281,43,365
0,336,74,0,365
308,408,118,0,365
0,740,292,4,365
413,674,363,12,365
346,579,310,9,365
411,708,278,11,365
107,583,267,44,365
0,608,278,43,1
0,654,348,11,365
407,709,266,11,1000
325,608,315,25,7
419,673,361,13,14
204,576,267,11,365
91,678,262,2,180
39,627,256,3,1000
300,484,287,5,180
0,242,118,3,1000
0,488,299,13,180
0,665,293,3,365
53,540,260,68,365
0,596,340,11,365
169,203,115,3,180
0,572,277,13,365
0,564,265,10,1000
0,595,292,7,365
196,566,264,17,365
0,437,42,0,365
0,626,248,1,1000
345,634,250,7,365
54,533,265,67,1000
0,686,273,7,365
0,571,297,87,1000
0,343,109,0,365
368,751,277,8,1000
365,615,274,2,365
0,581,294,142,180
239,316,112,0,1000
358,642,254,8,365
362,693,321,7,365
0,596,292,7,365
0,416,180,93,90
0,582,317,9,365
0,589,295,68,180
313,698,282,1,180
0,596,246,1,180
0,528,299,6,180
0,447,98,0,365
316,675,311,10,180
0,558,263,19,7
71,201,119,2,90
0,1041,426,158,7
0,634,251,3,180
0,696,276,10,7
0,658,266,7,365
413,721,280,11,365
352,656,283,10,365
0,702,313,8,365
0,683,275,7,365
0,549,276,3,180
0,494,232,93,7
0,642,249,7,365
0,643,276,10,1000
371,647,273,9,1000
399,701,277,10,365
312,677,297,10,365
402,708,274,11,365
0,640,254,7,365
97,700,275,2,180
0,425,100,0,1000
252,323,126,2,180
0,671,273,7,365
352,646,252,8,365
370,659,289,2,365
309,691,280,1,365
325,430,113,0,365
0,519,306,6,180
321,552,262,10,1000
0,668,266,4,180
0,693,277,11,365
211,525,234,103,180
0,562,265,25,365
373,695,320,6,365
0,545,320,13,7
0,651,277,10,365
0,433,195,91,30
6,715,283,7,365
344,562,302,8,365
328,544,274,3,180
0,591,338,13,180
0,664,291,3,365
0,546,263,51,365
213,570,264,5,365
0,625,257,3,365
11,1001,388,66,1
0,298,79,0,1000
0,420,95,0,365
0,581,331,10,7
0,567,295,75,365
363,688,321,7,365
263,319,95,0,365
0,499,295,11,1
123,172,109,3,1000
0,565,304,9,365
378,752,297,8,365
322,551,326,12,365
0,651,259,7,365
0,1030,409,76,7
0,644,243,8,365
0,563,263,10,1000
0,625,248,7,365
188,511,219,94,1000
0,576,273,13,1000
0,671,282,11,365
7,706,310,9,365
0,648,281,10,1000
0,443,105,0,365
0,761,297,8,365
0,709,323,7,365
362,694,322,7,365
356,693,274,8,365
0,622,253,10,90
298,480,285,5,180
0,705,269,1,180
73,615,348,39,180
0,596,268,8,365
0,725,290,10,180
0,631,278,7,1000
2,698,277,7,365
0,629,313,79,1
0,642,342,10,365
16,1027,446,86,1
0,602,246,1,1000
357,640,284,10,365
0,662,301,9,365
0,654,263,4,180
173,481,209,102,30
0,711,291,8,365
0,511,232,124,14
0,404,127,0,365
366,649,289,2,365
0,599,251,11,1000
0,505,295,5,180
18,297,135,7,180
0,638,251,7,365
366,704,269,8,365
358,598,273,2,365
0,320,72,0,365
0,649,259,7,365
256,569,296,78,90
5,507,290,6,365
0,378,173,10,90
0,282,113,2,180
0,437,35,0,365
350,565,304,8,365
370,645,286,2,365
337,643,254,7,365
0,598,339,11,365
325,577,256,9,1000
217,534,258,6,7
3,771,390,71,7
0,594,275,43,365
0,596,297,177,1000
377,715,285,9,365
0,562,321,31,180
350,609,278,10,1000
372,723,296,10,365
0,437,23,0,365
14,633,324,12,7
0,633,245,9,365
0,657,296,9,365
348,599,271,11,1000
398,674,297,3,365
224,582,268,5,365
367,703,325,7,365
349,697,294,10,1000
2,640,282,10,365
0,513,314,15,365
0,954,370,76,14
233,537,254,162,7
0,328,57,0,365
379,711,279,4,180
259,576,294,117,90
52,590,271,22,1
223,521,241,157,180
0,409,120,0,1000
0,523,277,5,180
334,540,303,6,180
0,437,17,0,365
329,578,274,13,1000
0,479,213,79,90
17,591,309,20,1
0,646,251,3,180
402,695,276,11,365
0,517,312,15,180
0,300,141,7,180
0,613,328,8,365
0,553,261,44,180
371,753,278,8,365
350,672,265,7,365
387,673,293,3,365
2,638,257,6,365
54,548,334,26,1
239,548,263,171,180
0,712,280,11,365
256,574,294,87,90
0,635,251,8,365
256,311,93,0,365
0,566,266,30,365
35,584,291,59,180
0,677,264,11,365
408,667,357,12,365
37,517,313,15,7
0,492,209,96,14
0,654,296,41,1
0,598,242,1,180
0,646,256,6,1
0,589,275,2,365
0,570,268,15,365
0,732,330,6,365
316,675,310,10,365
0,380,174,9,90
115,298,136,7,1000
22,600,318,25,1
86,666,255,2,180
114,591,271,43,365
0,713,328,7,365
0,691,288,10,365
0,638,294,10,365
0,715,287,7,365
0,637,251,8,365
0,711,267,11,365
332,585,253,11,365
389,730,325,6,365
0,677,299,3,365
0,173,101,2,365
0,598,268,11,365
233,542,260,160,180
54,630,300,30,1
0,164,97,2,90
0,482,285,11,1000
0,639,281,2,365
174,528,253,25,365
4,713,283,7,365
202,571,269,15,365
0,533,302,6,365
0,520,307,6,180
382,715,281,4,180
29,336,159,7,365
0,689,279,1,180
0,634,257,4,180
0,639,254,7,365
0,535,303,6,7
211,497,229,125,7
0,626,250,8,365
0,682,274,11,365
184,536,258,48,365
0,320,71,0,365
348,599,268,11,1000
0,637,293,9,365
0,651,304,9,1000
361,639,261,4,180
0,175,113,3,180
339,693,287,10,1000
259,314,94,0,365
71,384,175,10,90
0,609,239,1,180
0,515,309,15,90
0,624,291,26,1
0,570,261,5,365
0,576,268,30,365
58,641,249,1,1000
381,696,274,7,365
0,376,114,0,365
0,566,260,7,365
0,593,290,7,365
0,722,268,7,365
0,722,293,10,180
77,658,258,2,180
0,672,273,5,365
0,661,348,12,365
0,439,101,0,365
365,465,109,0,365
9,727,295,8,365
403,710,272,11,365
180,494,208,96,30
49,591,301,168,365
0,727,279,18,7
0,483,282,5,180
0,336,110,0,365
322,555,319,13,365
111,644,251,1,180
217,574,265,5,365
360,600,239,1,1000
0,560,293,113,365
0,615,290,7,365
364,597,240,1,180
54,613,284,25,1
0,671,360,12,365
0,724,340,78,90
0,596,274,2,365
0,457,209,90,30
0,718,291,10,365
0,704,268,7,365
104,267,126,5,90
0,654,330,11,90
0,179,107,3,180
7,484,283,5,365
0,705,269,11,365
61,594,276,43,365
0,709,279,11,1000
257,566,276,187,1000
388,678,276,11,365
0,494,206,96,1000
0,620,295,16,1000
0,602,276,2,365
0,574,296,82,180
0,628,295,14,1000
266,597,302,158,90
369,722,308,9,365
18,566,304,8,365
0,710,269,8,365
206,575,263,10,365
0,178,108,2,90
219,517,240,158,1
0,548,280,3,180
0,623,251,8,365
241,318,111,0,180
0,542,258,25,365
0,601,249,1,365
364,626,258,3,180
323,551,327,12,365
0,678,286,10,365
382,715,326,7,365
0,527,266,67,365
0,521,264,62,365
156,223,1,0,1000
60,589,272,43,365
0,596,241,1,365
0,572,269,12,365
0,636,280,10,1000
0,719,269,8,365
58,527,250,159,14
54,633,303,32,365
0,563,299,9,365
0,191,119,2,90
401,752,297,4,180
0,569,277,40,1000
0,711,278,11,1000
0,618,274,2,365
211,491,228,77,7
0,620,289,9,365
354,583,316,9,365
0,590,302,167,365
0,578,271,15,1000
0,733,288,4,180
306,568,246,9,365
0,839,399,77,1
0,681,326,20,1
0,545,274,3,180
344,631,243,9,365
0,243,119,2,180
46,693,368,13,180
0,618,307,6,365
0,434,270,54,1
0,718,296,10,365
0,683,274,1,180
0,711,280,11,7
278,681,271,2,1000
359,740,272,7,365
0,701,269,8,365
0,598,276,11,1000
388,729,302,9,365
321,678,285,10,365
186,538,262,53,365
0,699,270,8,365
348,574,276,2,180
0,324,125,2,180
0,538,307,7,365
56,161,101,1,90
43,540,257,45,365
0,658,252,7,365
0,656,314,83,90
130,400,177,11,90
59,583,268,44,365
347,628,250,8,365
374,668,269,4,365
369,657,257,9,365
121,167,105,3,180
0,670,291,10,1000
304,688,275,1,365
265,580,293,142,90
189,584,277,33,365
0,629,289,10,1000
409,703,273,12,365
207,520,230,104,14
0,650,277,10,1000
15,744,392,71,90
0,670,257,9,365
312,677,297,10,1000
266,590,291,177,90
343,625,243,9,365
0,594,290,7,365
404,660,350,12,365
0,681,325,20,1
0,698,271,4,180
310,672,308,10,365
0,676,294,10,180
0,661,277,11,365
266,591,288,177,90
346,580,307,9,365
0,502,230,97,14
61,178,110,2,90
14,662,269,4,1000
191,560,262,25,365
0,717,290,10,365
314,628,288,7,365
0,1145,464,171,14
340,549,298,10,365
0,521,240,157,1000
0,419,184,95,365
8,714,289,8,1000
0,567,294,76,180
0,631,292,10,365
0,715,319,6,365
0,593,286,43,365
343,597,263,11,1000
86,688,278,7,1000
267,589,305,167,90
0,696,274,7,365
252,330,49,0,365
0,608,335,29,7
0,606,281,2,365
267,586,296,150,90
397,703,268,11,365
0,638,252,7,365
323,564,265,10,1000
0,638,249,7,365
399,745,299,4,1000
0,605,345,11,1000
119,596,283,43,180
0,640,252,1,180
0,498,217,96,30
364,686,272,7,365
264,595,301,158,90
0,431,193,91,365
378,663,274,11,365
0,730,290,6,365
0,630,242,9,365
0,513,309,14,1
0,630,281,7,365
322,516,312,16,180
0,623,256,3,180
0,573,278,186,1
352,584,313,9,365
303,683,274,1,180
0,523,250,164,14
0,574,295,74,180
0,277,132,5,90
189,584,278,33,365
349,598,339,11,365
62,602,320,24,7
345,617,307,6,365
0,536,259,6,365
0,163,98,1,90
16,707,305,4,365
0,617,287,9,365
0,161,99,1,90
173,531,257,27,1000
356,699,267,8,365
251,328,117,0,180
359,599,280,2,365
290,488,297,7,365
0,693,267,4,1000
92,544,261,49,365
0,721,305,9,365
181,221,119,3,180
213,257,80,0,365
239,316,109,0,180
0,516,236,158,14
0,742,273,7,365
3,263,124,5,90
323,705,275,1,1000
0,553,281,3,1
274,589,284,184,1000
109,693,272,2,1000
335,662,266,7,365
0,578,296,120,180
401,657,347,12,365
357,629,256,7,365
197,580,272,43,365
360,640,282,10,1000
349,607,277,11,1000
0,227,121,2,90
0,600,274,11,1000
418,674,363,13,365
55,588,278,42,1
0,911,318,73,1
335,664,269,7,365
0,731,301,9,365
0,589,284,182,365
0,729,325,6,365
0,651,258,7,365
31,731,326,6,365
0,589,342,13,365
0,437,28,0,365
0,524,320,15,180
248,319,119,2,180
5,628,336,9,365
323,566,265,10,1000
271,581,282,185,90
252,558,287,106,90
324,531,302,8,365
0,712,284,7,365
0,162,96,2,90
0,713,284,14,7
0,634,246,9,365
0,681,325,20,1
0,674,299,3,365
376,724,292,10,365
0,508,285,6,180
0,242,120,2,180
0,312,116,2,180
0,643,283,10,1000
0,639,255,7,365
0,813,423,90,180
0,562,262,18,365
0,698,265,1,365
395,645,342,10,1
278,654,256,2,1000
354,626,291,15,1000
79,660,259,2,365
0,378,118,0,365
365,642,250,7,365
242,319,112,0,180
0,619,256,3,180
354,617,348,12,365
0,525,256,58,365
0,712,278,11,365
360,601,240,1,365
6,639,247,7,365
0,666,265,4,180
245,321,122,2,180
0,625,295,16,1000
0,707,268,1,180
0,674,299,3,365
0,514,222,90,30
334,533,303,6,1000
0,632,279,10,1000
0,547,281,14,1
0,559,273,187,365
96,411,177,11,365
0,598,257,11,1000
0,745,299,4,180
362,643,265,4,1000
0,617,241,2,180
319,519,302,8,365
278,657,257,2,180
0,697,317,8,365
0,492,228,128,7
0,628,248,7,365
341,641,253,7,365
0,624,256,3,180
26,577,305,8,365
254,563,275,187,90
349,598,334,9,365
0,484,294,6,365
59,595,282,43,365
0,598,265,11,1000
0,599,273,2,365
60,172,102,2,180
0,706,312,4,365
0,716,312,3,365
0,647,265,4,180
102,263,125,5,1000
7,705,312,9,365
384,759,299,8,365
192,511,218,90,30
110,415,181,94,90
381,768,293,8,365
309,667,299,10,1000
120,624,259,3,180
380,633,251,3,180
62,602,318,24,7
0,494,291,5,180
0,672,276,7,365
366,715,268,8,365
0,676,298,3,365
0,467,208,84,30
339,693,286,10,180
0,652,354,19,1
384,705,279,7,365
0,597,277,11,365
0,557,272,186,1000
0,656,261,6,365
260,581,302,138,90
0,705,270,8,365
366,702,324,7,365
323,677,287,11,365
370,712,289,9,365
0,662,268,7,365
0,658,262,6,365
0,650,252,1,365
390,682,275,11,365
0,731,327,6,365
0,647,267,12,14
382,692,335,88,30
0,585,274,33,365
354,637,250,8,365
0,417,93,0,365
317,513,305,5,180
0,579,257,9,1000
344,665,271,7,365
379,729,302,9,365
371,697,272,7,365
357,629,255,7,365
358,601,323,8,365
0,596,260,11,1000
380,714,286,7,365
0,597,276,2,365
0,974,546,143,90
258,616,259,3,180
347,577,273,2,180
315,516,282,6,365
0,513,224,107,365
343,546,296,9,365
71,201,120,2,365
0,550,279,2,180
346,607,278,10,1000
0,161,100,1,7
0,582,315,9,365
0,600,245,1,180
0,665,254,9,365
182,518,255,58,365
110,180,111,2,180
183,546,264,51,365
189,544,263,56,1000
322,679,286,10,365
0,230,119,3,180
0,511,299,8,365
189,585,276,33,365
429,689,364,13,180
0,358,170,8,7
246,322,123,2,180
389,635,338,10,365
382,763,294,8,1000
224,549,264,17,14
35,584,292,59,180
0,505,290,6,365
377,765,288,8,365
373,724,298,10,1000
0,655,287,9,365
0,560,252,11,1000
305,568,254,9,365
0,576,297,138,180
0,683,276,7,365
0,507,229,124,7
351,654,282,10,365
0,680,362,13,365
0,722,296,10,365
378,658,280,11,365
0,725,299,9,365
0,615,290,7,1000
256,311,92,0,1000
115,303,146,7,90
385,628,337,9,365
0,663,292,3,365
327,537,300,8,365
0,656,262,6,365
0,620,254,3,180
0,415,177,97,30
0,649,305,9,365
310,695,281,1,180
25,603,320,27,1
0,642,254,7,365
0,610,281,9,365
350,722,272,1,365
0,534,256,5,1000
183,522,255,58,365
0,570,265,5,365
0,707,307,3,365
0,690,270,11,1000
253,331,53,0,365
0,483,291,6,365
0,672,261,11,365
270,491,290,11,1000
13,1024,438,86,1
0,586,287,50,180
0,681,273,1,180
0,825,398,116,7
0,437,43,0,365
0,639,332,12,30
369,722,310,9,365
338,540,306,6,180
0,637,250,7,365
0,194,120,2,365
0,641,250,8,365
0,685,362,13,365
0,642,250,1,30
0,545,314,12,180
0,613,261,4,180
362,641,264,4,180
318,638,295,7,365
190,560,263,18,365
362,686,273,7,365
0,721,303,9,365
54,567,266,23,365
197,564,263,15,365
8,667,355,12,365
305,526,312,14,180
0,646,256,6,365
384,717,283,4,180
0,753,282,8,365
353,596,278,2,365
226,305,66,0,365
0,577,261,12,1000
0,622,257,3,180
0,661,266,7,365
0,698,319,6,365
0,432,115,0,1000
0,700,317,6,365
350,582,302,9,365
0,312,116,2,1000
402,706,278,10,365
0,643,334,10,30
296,707,275,2,180
255,573,293,87,90
0,625,258,3,90
0,686,276,1,180
74,575,313,41,7
0,606,336,29,1000
329,536,304,7,180
0,549,263,167,365
360,637,260,4,1000
0,627,287,10,365
331,691,266,1,180
33,610,339,29,1000
322,550,331,13,1000
384,667,287,2,365
225,550,265,17,14
360,628,288,10,365
0,538,259,162,7
328,689,266,1,365
0,600,247,1,180
0,645,302,9,365
0,586,316,8,365
0,560,301,8,365
0,966,405,132,1
0,601,248,1,365
329,536,303,7,365
0,655,328,12,90
0,501,303,15,180
0,648,252,1,1
384,717,292,8,365
0,474,300,12,365
0,481,211,75,7
311,669,305,10,365
362,641,263,4,1000
0,651,254,7,365
0,654,284,10,365
0,376,116,0,365
