@RELATION combined

@ATTRIBUTE issuecleanedbodylen REAL
@ATTRIBUTE meancommentsizet REAL
@ATTRIBUTE nactorst REAL
@ATTRIBUTE ncommentst REAL
@ATTRIBUTE ncommitsbyactorst REAL
@ATTRIBUTE ncommitsbycreator REAL
@ATTRIBUTE ncommitsbyuniqueactorst REAL
@ATTRIBUTE ncommitsinproject REAL
@ATTRIBUTE ncommitsprojectt REAL
@ATTRIBUTE nissuesbycreator REAL
@ATTRIBUTE nissuesbycreatorclosed REAL
@ATTRIBUTE nissuescreatedinproject REAL
@ATTRIBUTE nissuescreatedinprojectclosed REAL
@ATTRIBUTE nissuescreatedprojectclosedt REAL
@ATTRIBUTE nissuescreatedprojectt REAL
@ATTRIBUTE nlabelst REAL
@ATTRIBUTE nsubscribedbyt REAL
@ATTRIBUTE timeopen {1,7,14,30,90,180,365,1000}

@DATA
12,5,3,2,2080,0,32,128,2090,10,9,78,31,1021,1494,0,1,365
7,22,6,8,447,0,19,186,472,23,33,127,59,229,354,0,3,180
44,38,3,3,17686,0,46,856,17772,3,7,229,139,4648,5533,0,0,1000
74,20,3,3,4720,0,39,357,4768,1,0,218,123,1897,2552,0,0,90
105,38,4,9,7715,0,42,745,7782,10,3,184,114,2567,3308,0,0,1000
37,30,3,3,20416,0,46,968,20597,9,4,274,159,5327,6241,0,0,30
39,16,4,5,3245,0,37,103,3261,4,0,62,27,1487,2079,0,2,30
28,7,2,2,4782,0,39,371,4853,5,4,205,116,1949,2605,0,0,180
99,48,21,13,2288,0,34,199,2315,13,4,144,50,1151,1655,0,18,1000
11,65,2,6,19064,0,46,918,19284,22,14,164,91,5015,5914,0,0,14
39,17,5,7,523,0,20,227,567,30,18,155,76,274,415,0,2,7
11,18,3,3,8472,0,42,1325,8756,22,10,266,117,2813,3566,0,0,7
15,77,2,1,4729,0,39,360,4781,1,0,213,125,1906,2562,0,0,1
41,8,2,1,8174,0,42,1319,8294,75,63,315,178,2660,3408,0,0,30
38,0,2,0,7865,0,42,1162,8031,16,10,264,175,2621,3365,0,0,7
42,5,3,6,1185,0,28,336,1231,18,20,205,75,758,1141,0,1,30
24,32,2,1,10818,0,42,1177,11033,29,23,347,198,3279,4078,0,0,1
53,16,2,2,6058,0,42,796,6126,1,2,165,87,2269,2965,0,0,7
47,0,3,0,2700,0,34,195,2735,4,2,95,31,1293,1849,0,1,365
29,20,4,2,2285,0,34,194,2311,40,14,145,49,1145,1644,0,2,365
81,22,6,7,10857,0,42,1170,11108,1,2,345,196,3297,4098,0,0,7
72,10,3,1,13478,0,44,1162,13621,4,4,177,112,4021,4875,0,0,30
61,20,4,7,4726,0,39,362,4779,6,5,216,127,1904,2560,0,0,7
101,43,5,2,1510,0,29,426,1596,1,0,152,37,874,1308,0,2,14
39,57,3,5,20092,0,46,935,20181,2,3,271,146,5202,6106,0,0,365
89,33,12,17,3505,0,37,728,3573,5,0,169,71,1595,2201,0,6,1000
48,3,3,2,6084,0,42,797,6230,5,3,163,87,2279,2977,0,0,14
6,35,2,4,6857,0,42,559,6926,2,1,124,61,2411,3128,0,0,90
34,13,4,2,16806,0,45,721,17050,1,0,126,75,4466,5343,0,1,1000
43,23,3,11,4110,0,37,409,4230,14,6,169,80,1726,2355,0,0,7
86,23,4,3,2429,0,34,284,2464,37,7,104,33,1220,1752,0,2,30
51,32,3,3,21327,0,46,595,21418,10,2,259,134,5552,6478,0,0,1
34,9,2,1,12528,0,43,1149,12698,1,0,407,229,3718,4542,0,0,90
122,74,5,18,1279,0,28,354,1345,6,5,149,61,799,1210,0,2,1000
27,17,9,14,16338,0,45,960,16524,4,1,125,78,4414,5290,0,2,1000
30,13,2,5,11437,0,42,1191,11705,21,15,317,221,3441,4250,0,0,1000
33,10,3,1,263,0,17,209,308,9,2,192,80,108,195,0,1,7
60,38,2,2,22101,0,47,704,22252,58,17,293,126,5836,6777,0,0,1
33,44,4,9,13180,0,44,1200,13360,24,15,260,150,3949,4801,0,0,7
2,0,3,0,2152,0,34,181,2177,2,0,144,55,1063,1543,0,1,1
130,0,1,0,21942,0,47,718,22067,21,16,287,120,5792,6731,0,0,14
46,28,3,7,20307,0,46,1001,20449,8,7,262,147,5283,6196,0,0,180
38,33,4,9,7033,0,42,600,7120,3,0,127,61,2438,3156,0,0,90
62,102,5,7,2203,0,34,187,2229,1,0,147,47,1100,1586,0,2,180
43,32,2,2,18517,0,46,888,18608,21,16,201,122,4860,5755,0,0,30
39,28,2,3,12877,0,44,1247,13072,10,9,332,184,3829,4667,0,0,90
54,29,3,7,5229,0,40,397,5269,1,0,84,42,2141,2816,2,0,90
61,36,6,13,13538,0,44,1147,13766,1,0,169,107,4034,4889,0,0,180
51,80,3,6,21003,0,46,726,21145,1,0,265,141,5460,6382,0,0,14
35,33,3,2,20511,0,46,927,20667,28,25,275,164,5347,6262,0,0,1
44,47,2,4,13366,0,44,1214,13555,25,13,205,128,4009,4863,0,0,90
72,5,2,1,4993,0,39,317,5068,1,0,121,63,2075,2742,0,0,1
142,19,7,7,4308,0,38,350,4379,3,1,124,64,1776,2417,0,3,1000
5,27,7,6,126,0,12,277,186,3,4,161,80,72,121,0,3,7
1594,99,4,1,813,0,22,239,860,2,0,319,124,442,644,0,2,14
202,25,3,4,21393,0,46,630,21512,2,2,250,136,5582,6510,0,0,1000
102,106,4,2,115,0,11,280,160,5,2,172,84,70,118,0,2,1
102,116,3,4,22032,0,47,706,22128,59,20,288,117,5820,6760,0,0,30
451,14,2,1,149,0,15,271,208,30,28,165,85,79,135,0,1,1
14,5,1,1,18987,0,46,873,19070,14,1,169,82,4987,5884,0,0,14
37,16,3,4,12721,0,44,1235,12892,2,0,351,191,3772,4604,0,0,7
43,7,3,1,11234,0,42,1099,11402,3,2,293,190,3373,4181,0,0,1
51,26,2,2,5010,0,39,370,5087,5,1,116,58,2081,2748,0,0,7
21,17,3,2,10827,0,42,1172,11046,4,1,346,196,3283,4084,0,0,7
49,25,2,5,13562,0,44,1139,13779,3,1,165,104,4036,4891,0,0,7
171,3,4,1,3380,0,37,547,3424,7,1,118,41,1562,2165,0,1,180
92,28,4,6,11978,0,43,1153,12128,17,12,362,204,3571,4388,0,0,7
228,31,4,14,22824,0,47,203,22979,15,3,100,40,6098,7061,0,0,1000
21,19,8,14,17683,0,46,857,17770,4,6,232,139,4648,5533,0,3,1000
59,28,4,1,702,0,22,124,740,5,0,116,58,358,535,0,2,1
131,43,2,1,5394,0,41,408,5436,10,6,100,48,2159,2836,0,0,1
50,39,2,2,12464,0,43,1186,12689,9,7,407,226,3710,4534,0,0,7
49,6,2,1,908,0,23,203,962,3,1,312,118,516,767,0,1,1
47,57,2,1,932,0,23,216,976,28,17,309,105,545,807,0,1,7
73,36,9,9,56,0,9,296,122,1,0,188,92,45,86,0,4,7
38,36,4,2,2472,0,34,270,2512,3,0,97,29,1237,1775,0,2,1
8,13,2,3,14148,0,45,930,14265,8,7,148,98,4101,4959,0,0,1
7,12,5,2,127,0,12,280,188,46,69,157,80,73,122,0,2,30
61,3,3,1,19193,0,46,848,19343,1,0,156,94,5023,5923,0,0,1
92,40,3,2,20473,0,46,947,20645,3,4,270,157,5342,6257,0,0,7
1470,3,2,1,22456,0,47,571,22540,40,16,260,101,5990,6952,0,0,1
73,16,2,1,18302,0,46,961,18484,14,4,269,137,4825,5719,0,0,7
50,34,2,4,22574,0,47,453,22669,13,3,178,88,6030,6992,0,0,1
13,35,3,1,4844,0,39,336,4896,4,9,180,97,1984,2643,0,1,7
408,15,3,2,22452,0,47,575,22540,55,17,275,103,5990,6952,0,0,365
110,19,7,3,3215,0,37,106,3243,2,0,64,31,1471,2061,0,3,1000
63,27,2,4,7361,0,42,481,7443,1,1,109,53,2513,3242,0,0,1
46,50,2,5,5125,0,39,322,5169,14,7,75,35,2104,2776,0,0,1
12,13,2,1,5058,0,39,351,5125,6,2,90,41,2094,2766,0,0,7
116,0,3,0,16476,0,45,899,16627,11,18,124,81,4425,5301,0,1,1000
69,14,3,1,20055,0,46,896,20152,1,0,259,137,5190,6094,0,0,180
174,23,4,4,21193,0,46,664,21352,6,0,255,129,5522,6448,0,1,1000
3,107,2,2,8725,0,42,1136,8918,12,2,207,89,2832,3589,0,0,7
47,54,5,27,23027,0,47,0,23027,4,0,56,23,6156,7120,0,0,1000
57,34,2,3,19881,0,46,822,20019,10,7,250,136,5149,6053,0,0,14
30,9,2,1,11464,0,42,1187,11733,19,13,321,225,3443,4252,0,0,1
20,8,2,2,12157,0,43,1187,12333,14,10,405,218,3611,4433,0,0,1
145,21,5,2,22937,0,47,90,23027,1,0,89,32,6106,7070,0,1,365
83,14,2,1,22755,0,47,272,22896,2,1,125,53,6086,7049,0,0,1
88,1073,5,31,5700,0,42,932,5802,21,42,149,84,2231,2924,0,1,1000
24,10,5,10,895,0,23,206,924,1,1,315,119,497,741,0,2,365
28,25,3,1,647,0,22,152,679,38,24,123,63,319,479,2,1,90
17,19,2,1,3950,0,37,527,4089,6,2,177,84,1679,2306,0,0,1
23,18,2,3,20121,0,46,963,20235,28,25,285,153,5231,6141,0,0,1
16,21,2,6,20673,0,46,881,20861,40,31,272,163,5379,6295,0,0,14
270,68,6,5,2438,0,34,298,2479,32,6,102,31,1229,1766,0,3,1000
74,8,3,1,1220,0,28,376,1283,1,0,187,71,785,1194,1,1,30
53,10,2,2,11186,0,42,1081,11351,5,4,301,189,3364,4172,0,0,1
47,14,2,1,7835,0,42,1076,7952,2,0,264,180,2610,3354,3,0,90
24,22,5,1,2436,0,34,299,2479,1,0,102,31,1225,1761,0,2,1
191,9,2,2,419,0,19,173,445,32,29,161,65,178,298,0,1,7
23,19,2,1,12781,0,44,1259,13009,5,3,338,189,3800,4638,0,0,180
36,29,2,2,22608,0,47,419,22717,10,6,167,75,6043,7005,0,0,1
37,8,3,5,14646,0,45,718,14813,1,0,123,74,4172,5034,0,0,30
38,38,3,6,11355,0,42,1188,11575,5,3,306,219,3407,4216,0,0,365
94,17,4,2,55,0,9,297,122,12,6,189,93,45,86,0,2,1
762,65,6,21,656,0,22,143,683,15,10,112,62,324,484,0,2,365
37,28,3,3,21428,0,46,619,21540,2,0,248,130,5595,6523,0,0,365
192,28,2,2,15809,0,45,1219,15999,2,0,126,72,4360,5234,0,0,7
89,4,2,2,4699,0,39,341,4743,12,9,207,117,1893,2548,0,0,14
66,24,2,1,14973,0,45,606,15060,4,2,124,72,4209,5075,0,0,7
31,25,3,3,11233,0,42,1090,11396,11,11,293,189,3373,4181,0,0,30
7,42,5,15,17113,0,45,575,17243,2,0,154,82,4505,5382,0,1,90
38,12,3,3,8397,0,42,1321,8612,5,4,294,139,2759,3512,0,0,1
35,45,2,2,12890,0,44,1241,13074,3,2,329,181,3832,4670,0,0,1
22,42,12,10,14679,0,45,719,14905,7,7,125,79,4175,5037,0,7,1000
430,40,9,30,22470,0,47,557,22561,18,16,218,103,5994,6956,0,1,1000
4,72,2,2,12933,0,44,1212,13108,4,1,315,177,3839,4677,0,0,180
17,9,3,3,20609,0,46,903,20720,3,3,267,159,5358,6273,0,0,7
18,18,6,3,124,0,11,278,169,4,0,166,81,72,121,0,3,30
46,34,3,11,1053,0,27,283,1095,8,10,286,111,666,995,0,1,1
73,36,3,14,22530,0,47,497,22600,3,1,186,99,6010,6972,0,0,30
69,12,3,3,18296,0,46,951,18478,25,8,269,138,4822,5716,0,0,7
87,38,3,7,4253,0,38,359,4344,7,0,136,69,1770,2411,0,0,1000
55,76,5,20,21909,0,47,712,22034,5,0,298,134,5786,6725,0,0,180
49,17,5,1,4901,0,39,313,4945,26,12,142,73,2021,2685,0,2,1000
189,55,16,18,3522,0,37,729,3588,7,2,170,70,1596,2202,0,8,1000
28,8,2,1,21754,0,47,750,21857,2,0,320,155,5713,6649,0,0,1
69,26,3,5,5416,0,41,470,5476,8,5,102,52,2163,2846,0,0,14
39,10,2,3,13255,0,44,1244,13481,4,6,241,146,3991,4844,0,0,1
31,22,5,2,932,0,23,216,976,115,45,311,103,548,811,0,1,1
63,20,4,1,5184,0,40,372,5213,11,6,90,38,2120,2794,0,2,1000
73,11,4,4,13183,0,44,1202,13369,15,3,258,152,3953,4805,0,0,365
207,110,8,30,21809,0,47,727,21906,5,4,321,154,5737,6674,0,0,30
22,7,2,2,21426,0,46,620,21539,24,14,252,131,5594,6522,0,0,7
115,58,2,1,19554,0,46,786,19722,1,0,212,116,5069,5970,0,0,90
169,7,3,3,5554,0,42,592,5606,2,0,106,63,2192,2879,0,0,30
16,26,2,1,722,0,22,107,742,4,1,104,53,359,536,0,1,1
8,19,2,5,13456,0,44,1172,13610,5,5,191,118,4020,4874,0,0,1
13,9,2,4,5209,0,40,397,5239,7,5,88,38,2133,2807,1,0,7
32,90,6,14,15353,0,45,847,15466,1,0,121,62,4287,5156,0,1,1000
4,8,3,1,13183,0,44,1202,13369,3,0,254,152,3953,4805,0,0,180
27,71,5,6,4084,0,37,420,4216,21,8,172,84,1716,2345,0,0,1000
150,24,3,2,12974,0,44,1190,13120,3,1,311,176,3848,4688,0,0,14
206,84,3,16,22586,0,47,441,22679,11,10,178,85,6033,6995,0,0,90
199,3,4,1,3380,0,37,547,3424,5,1,116,41,1562,2165,0,1,180
22,9,2,2,4792,0,39,366,4856,46,18,194,111,1949,2605,0,0,7
116,9,2,1,4882,0,39,321,4935,5,1,164,80,2012,2674,3,0,180
18,35,4,9,163,0,15,272,227,1,3,168,87,82,144,0,2,90
28,13,3,2,1127,0,28,321,1165,71,52,221,100,721,1076,1,1,365
35,27,6,4,1984,0,31,160,2024,25,15,69,29,1004,1473,0,2,180
35,11,2,1,8725,0,42,1136,8918,5,0,221,89,2832,3589,0,0,14
22,19,6,4,539,0,21,226,585,1,0,165,83,284,429,0,3,1
16,12,7,6,2373,0,34,258,2401,17,8,118,39,1201,1719,0,3,7
58,54,3,19,21399,0,46,625,21523,10,4,250,135,5584,6512,0,0,1000
54,48,4,1,738,0,22,130,765,1,0,125,55,381,564,0,2,7
57,19,5,13,12901,0,44,1235,13084,9,4,322,180,3834,4672,0,1,1000
47,16,3,4,21666,0,47,747,21772,3,2,233,148,5685,6618,0,0,30
166,3,2,1,22452,0,47,575,22540,53,17,273,103,5990,6952,0,0,7
63,9,2,1,12989,0,44,1191,13138,1,0,311,178,3863,4705,0,0,1
110,66,2,3,21418,0,46,627,21531,7,3,254,134,5590,6518,0,0,7
1775,47,2,4,11941,0,42,1154,12089,7,3,356,203,3563,4379,0,0,1
34,12,3,3,12038,0,43,1193,12227,29,21,368,207,3588,4408,0,0,1
12,15,1,2,13295,0,44,1229,13510,8,9,227,148,3995,4849,0,0,7
36,144,6,24,2783,0,35,257,2810,22,7,87,36,1327,1891,0,3,90
16,17,2,1,11788,0,42,1062,11894,48,41,326,190,3498,4311,0,0,7
74,23,3,4,7909,0,42,1141,8061,1,0,265,169,2624,3368,0,0,1
110,18,6,8,12684,0,44,1207,12827,7,2,371,198,3752,4584,0,2,1000
140,14,4,6,21717,0,47,748,21830,11,5,293,159,5708,6642,0,0,7
22,9,3,1,10194,0,42,1514,10443,36,27,402,266,3128,3921,0,1,1
24,5,1,1,19593,0,46,773,19746,4,4,221,120,5072,5973,0,0,7
7,6,3,3,13230,0,44,1251,13456,4,0,252,146,3972,4825,0,0,180
33,68,2,9,17784,0,46,851,17888,10,5,231,152,4675,5562,0,0,1000
12,0,2,0,4169,0,37,362,4250,6,1,155,70,1732,2362,0,0,1000
4,9,2,1,10510,0,42,1360,10826,4,4,368,243,3205,4003,0,0,1
18,40,2,3,3483,0,37,704,3537,2,1,162,69,1590,2195,0,1,7
2027,16,7,4,2177,0,34,197,2210,5,1,156,56,1090,1572,0,3,1
254,0,2,0,22491,0,47,536,22564,22,3,207,101,5994,6956,0,0,1000
45,16,2,4,12691,0,44,1210,12836,1,0,365,192,3754,4586,0,0,14
64,7,2,3,1871,0,30,237,1936,1,1,77,20,977,1441,2,1,180
72,16,2,2,11242,0,42,1099,11421,4,3,290,190,3375,4183,0,0,1
33,12,4,3,728,0,22,132,756,3,2,114,53,373,551,0,2,1
53,65,8,4,1485,0,29,397,1541,11,5,160,39,870,1299,0,4,30
48,21,2,2,12550,0,44,1163,12708,5,2,402,222,3722,4546,0,0,14
42,77,3,1,20182,0,46,975,20329,11,0,270,155,5255,6166,0,1,1000
29,39,4,10,4538,0,38,369,4622,4,2,175,111,1855,2505,0,0,1000
68,80,6,5,4993,0,39,365,5069,7,4,118,63,2075,2742,0,2,1000
59,22,6,2,2429,0,34,283,2462,39,7,107,33,1220,1752,0,3,365
68,46,3,5,22519,0,47,508,22587,15,12,188,100,6002,6964,0,0,7
60,57,2,8,21297,0,46,609,21389,1,0,257,130,5540,6466,0,0,7
62,17,3,4,17379,0,46,616,17467,7,3,176,89,4554,5432,0,0,1
19,7,2,2,19868,0,46,819,19992,25,19,251,135,5145,6049,0,0,1000
17,10,4,3,2863,0,35,252,2912,4,1,72,34,1363,1937,0,2,1
9,12,3,4,17181,0,45,543,17263,4,0,148,79,4509,5386,0,0,7
71,9,2,1,11478,0,42,1181,11740,2,1,322,222,3444,4253,0,0,1
25,10,2,1,21529,0,46,605,21629,4,1,246,134,5630,6560,0,0,90
31,29,2,4,6383,0,42,656,6560,6,12,133,77,2333,3041,0,0,30
144,64,10,22,19540,0,46,776,19695,2,1,215,114,5068,5969,0,3,1000
7,8,3,1,447,0,19,186,472,42,33,146,59,229,354,0,1,180
14,21,2,3,5092,0,39,335,5149,6,2,86,36,2098,2770,0,0,1
43,68,4,12,16530,0,45,865,16701,2,1,130,85,4427,5303,0,0,14
12,14,3,3,17562,0,46,832,17686,1,0,227,125,4623,5505,0,1,7
46,20,4,3,4781,0,39,359,4852,8,4,209,117,1948,2604,0,0,7
29,10,2,2,4339,0,38,329,4393,4,2,114,59,1778,2420,0,0,14
96,35,3,1,22469,0,47,558,22560,28,3,222,104,5994,6956,0,0,1000
30,57,3,3,10413,0,42,1423,10751,18,18,388,256,3179,3974,0,1,1000
59,8,2,1,5032,0,39,362,5106,14,8,104,49,2087,2755,0,0,1
1687,26,4,1,1188,0,28,339,1247,2,0,206,75,762,1154,1,2,1
101,31,3,4,22470,0,47,557,22561,26,15,217,103,5994,6956,0,0,30
38,16,2,3,7103,0,42,587,7188,4,3,132,67,2452,3171,0,0,14
17,4,1,2,18958,0,46,870,19037,35,0,189,77,4980,5877,0,0,14
62,87,7,9,16599,0,45,816,16743,1,0,127,84,4440,5316,0,3,1000
99,53,2,5,21882,0,47,706,21980,41,9,309,138,5774,6711,0,0,14
50,8,4,2,3497,0,37,703,3550,1,1,159,66,1591,2196,0,2,7
13,8,3,2,1247,0,28,362,1326,43,33,155,63,791,1201,0,1,7
127,80,8,8,1363,0,28,325,1410,6,15,135,59,827,1242,0,4,180
51,82,4,3,345,0,18,175,380,2,0,169,69,135,237,0,2,30
35,24,2,5,10189,0,42,1517,10438,37,28,403,269,3123,3916,0,0,1000
26,0,2,0,7865,0,42,1162,8031,20,10,268,175,2621,3365,0,0,7
45,26,4,6,21875,0,47,707,21975,10,4,309,137,5770,6707,0,1,365
47,11,2,3,17554,0,46,829,17681,3,3,225,124,4615,5497,0,0,1
58,19,7,4,16423,0,45,917,16614,1,0,123,80,4424,5300,0,3,180
88,14,2,1,11828,0,42,1107,11948,12,5,331,192,3509,4322,0,0,14
16,4,2,2,5005,0,39,374,5085,1,0,116,58,2077,2744,1,0,1
78,32,2,6,21819,0,47,723,21909,2,1,316,153,5744,6681,0,0,7
21,19,6,5,723,0,22,114,742,13,12,106,55,360,537,0,3,7
123,12,6,5,1001,0,24,210,1042,1,2,261,104,613,907,0,3,365
1,0,2,0,17930,0,46,1019,18089,3,0,222,137,4708,5595,0,0,1
51,82,5,12,2429,0,34,281,2460,3,2,105,32,1220,1752,0,2,90
19,38,4,5,921,0,23,196,967,1,1,310,104,527,783,0,2,7
22,8,1,2,959,0,23,200,980,110,38,311,98,552,819,0,0,180
60,40,6,4,3328,0,37,292,3351,8,8,98,32,1529,2130,0,3,1000
164,59,4,5,2436,0,34,300,2479,33,6,101,31,1227,1763,0,2,7
22,17,6,3,5980,0,42,845,6109,4,4,169,89,2265,2961,0,3,1000
110,48,4,1,22533,0,47,494,22603,7,3,182,97,6010,6972,0,1,1000
20,19,4,4,2375,0,34,275,2417,12,10,116,41,1205,1727,3,1,1000
22,28,4,2,1130,0,28,318,1165,67,51,217,98,721,1077,0,1,90
101,30,4,5,22989,0,47,38,23027,2,1,80,27,6134,7098,0,1,90
10,19,6,14,3368,0,37,466,3418,5,1,128,39,1562,2164,0,3,30
74,8,6,2,4951,0,39,309,5014,12,6,127,69,2041,2707,0,2,1000
128,46,3,10,21823,0,47,727,21909,11,6,316,154,5746,6683,0,0,180
22,9,2,1,4726,0,39,362,4779,5,5,215,127,1904,2560,0,0,14
12,5,1,2,13514,0,44,1148,13677,5,6,175,111,4028,4883,0,0,7
189,32,3,5,3949,0,37,528,4087,27,8,180,86,1679,2306,0,1,1000
39,22,3,2,1353,0,28,324,1407,5,6,141,64,825,1239,0,1,30
40,71,4,2,1238,0,28,367,1315,1,0,173,65,790,1200,0,2,365
16,11,2,2,22108,0,47,707,22262,14,11,291,124,5837,6779,0,0,1
159,67,2,2,21819,0,47,725,21909,28,21,315,153,5744,6681,0,0,1
7,24,5,5,1101,0,28,309,1148,37,32,237,101,704,1054,0,3,1
52,43,4,3,3391,0,37,558,3440,1,0,123,47,1568,2172,0,2,1
58,16,3,4,21759,0,47,750,21862,7,2,319,158,5713,6649,0,0,7
131,47,12,16,2479,0,34,275,2545,26,4,94,26,1239,1777,0,6,1000
38,53,8,22,6749,0,42,547,6830,1,1,118,62,2389,3104,0,2,180
8,7,2,2,12160,0,43,1189,12335,27,24,404,217,3611,4433,0,0,7
8,27,1,1,8738,0,42,1144,8958,18,8,198,89,2833,3590,0,0,90
16,8,1,2,18958,0,46,871,19037,34,0,190,79,4980,5877,0,0,14
23,8,4,2,3122,0,37,109,3143,3,3,55,31,1425,2008,2,2,7
25,10,2,1,517,0,20,221,537,31,22,148,67,261,399,0,1,1
37,15,2,3,7886,0,42,1156,8044,4,2,262,170,2622,3366,0,0,1
96,22,4,7,1256,0,28,362,1328,12,8,148,71,794,1204,0,2,90
52,41,6,9,2995,0,35,158,3012,1,0,61,34,1382,1959,0,3,180
21,49,2,11,21161,0,46,683,21339,14,9,259,133,5510,6435,0,0,1000
80,22,4,2,8131,0,42,1275,8262,3,1,305,173,2655,3402,0,0,1000
10,9,2,1,20300,0,46,1006,20437,12,9,264,149,5280,6193,0,0,1
79,120,4,4,2490,0,34,267,2565,1,0,92,23,1248,1789,1,2,7
27,17,2,2,19552,0,46,786,19720,18,12,214,116,5069,5970,0,0,7
35,5,1,1,10026,0,42,1424,10200,5,4,402,256,3069,3858,0,0,7
43,13,2,2,22705,0,47,322,22804,20,4,142,63,6073,7035,0,0,1000
18,49,3,2,22990,0,47,37,23027,1,0,79,27,6134,7098,0,0,90
47,12,5,2,16874,0,45,677,17089,2,0,125,73,4469,5346,0,2,1000
233,37,2,3,21162,0,46,682,21339,1,4,258,133,5510,6435,0,0,90
12,10,3,3,5653,0,42,866,5717,3,0,138,70,2214,2906,0,0,1000
70,66,5,10,21957,0,47,708,22067,8,6,288,121,5796,6735,0,0,1000
48,13,7,6,558,0,21,211,592,2,0,153,72,286,434,0,3,7
55,23,3,14,4834,0,39,339,4882,14,11,190,100,1970,2626,0,0,7
102,71,9,5,2842,0,35,264,2888,1,0,82,39,1359,1929,0,4,365
139,15,5,2,3385,0,37,561,3429,2,1,116,43,1564,2167,0,2,1000
81,18,3,1,22469,0,47,558,22560,26,3,220,103,5994,6956,0,0,1000
71,17,5,9,22295,0,47,708,22418,10,7,276,112,5875,6821,0,1,7
8,7,3,2,1227,0,28,372,1300,62,39,186,68,786,1196,0,1,1
101,9,2,2,10466,0,42,1386,10792,5,3,370,243,3196,3993,0,0,1
4,4,2,1,20160,0,46,982,20301,10,3,276,151,5249,6159,0,0,14
22,0,2,0,1496,0,29,411,1560,15,6,162,40,871,1300,0,1,90
95,138,7,26,22673,0,47,354,22792,10,5,149,70,6065,7027,0,0,1000
13,8,2,2,11305,0,42,1090,11453,4,1,293,196,3382,4191,0,1,1000
129,16,3,6,15991,0,45,1172,16164,7,3,138,84,4376,5250,0,1,90
70,31,8,5,127,0,12,279,187,3,2,160,80,73,122,0,4,30
101,30,10,11,475,0,20,209,507,2,0,125,63,244,374,0,5,180
94,47,5,4,22661,0,47,366,22769,5,2,150,71,6060,7022,0,0,1000
229,53,4,12,22128,0,47,739,22292,4,3,285,123,5845,6788,0,0,90
22,0,2,0,11678,0,42,1071,11834,4,5,324,208,3480,4290,0,0,1000
26,6,2,1,22382,0,47,645,22471,4,3,271,106,5949,6907,0,0,1
723,29,5,9,14938,0,45,620,15048,1,0,134,81,4205,5071,0,1,1000
7,35,5,6,17116,0,45,579,17243,12,2,148,81,4505,5382,0,0,365
194,44,4,8,3497,0,37,703,3550,9,10,157,66,1591,2196,0,2,7
71,14,2,4,14784,0,45,686,14960,8,6,125,78,4185,5048,0,0,30
18,13,2,2,21011,0,46,721,21151,37,26,258,133,5461,6383,0,0,1
19,13,2,3,5856,0,42,900,6061,1,0,159,85,2247,2942,0,0,7
43,8,1,3,18987,0,46,872,19070,21,1,176,82,4987,5884,0,0,14
26,12,3,2,875,0,23,221,922,113,50,341,130,489,729,0,1,180
24,51,1,3,13671,0,45,1178,13912,2,0,154,101,4045,4901,0,0,14
192,14,7,2,906,0,23,204,962,5,4,313,120,516,764,0,3,1
64,12,3,1,22804,0,47,223,22974,9,5,109,47,6096,7059,0,0,90
29,38,4,3,1429,0,28,344,1469,11,6,146,42,844,1262,0,2,7
64,28,4,11,4472,0,38,342,4494,15,12,128,76,1822,2471,0,1,90
19,9,2,1,4782,0,39,371,4853,50,22,202,116,1949,2605,0,0,7
36,22,5,2,6655,0,42,544,6751,8,2,117,67,2371,3085,0,1,1000
14,9,2,4,6800,0,42,565,6882,4,2,119,65,2395,3111,0,0,1000
57,52,3,25,4685,0,39,335,4727,1,0,192,114,1882,2535,1,0,180
88,8,3,2,976,0,24,207,1007,1,0,274,101,588,871,0,1,1
41,10,3,2,12486,0,43,1177,12692,11,9,405,224,3711,4535,0,0,1
92,37,2,2,4720,0,39,355,4767,13,7,219,123,1897,2552,0,0,7
48,40,7,8,1506,0,29,423,1591,4,2,166,39,874,1304,0,4,90
27,10,3,4,11050,0,42,1131,11252,10,4,313,193,3342,4147,0,0,30
69,29,2,8,14963,0,45,607,15053,5,2,131,76,4209,5075,0,0,1
47,11,5,2,471,0,19,194,476,2,2,125,60,236,363,0,2,1
13,5,1,2,13932,0,45,1056,14117,2,3,163,104,4070,4927,0,0,1
94,120,5,13,21573,0,47,639,21647,6,6,235,135,5648,6581,0,0,30
15,84,4,10,3767,0,37,683,3949,7,6,184,85,1657,2280,2,2,7
74,12,4,1,1354,0,28,324,1407,7,16,139,64,825,1240,0,2,1
35,19,2,3,7996,0,42,1147,8129,4,6,274,177,2631,3375,0,0,1000
25,14,4,1,3001,0,35,154,3014,4,3,59,36,1382,1960,0,2,180
53,38,4,4,654,0,22,145,683,1,0,114,62,324,484,0,2,7
43,13,3,3,11975,0,43,1154,12124,35,26,364,203,3571,4388,0,0,1
186,34,4,15,2511,0,34,252,2586,2,0,90,21,1252,1797,0,2,180
49,5,1,1,17073,0,45,569,17198,7,5,139,77,4502,5379,0,0,7
19,19,2,1,5239,0,40,414,5304,4,1,85,43,2142,2817,0,0,180
133,25,5,3,2479,0,34,276,2556,25,4,95,25,1239,1777,0,2,7
15,14,2,4,12562,0,44,1152,12710,1,0,400,220,3723,4547,0,0,1
